source	target	relation
Paperability_Darwin_RL	novel_method_thesis	optimizes
Paperability_Darwin_RL	sota_comparator_panel	optimizes
Paperability_Darwin_RL	leakage_resistant_validation	optimizes
Paperability_Darwin_RL	ablation_matrix	optimizes
Paperability_Darwin_RL	prospective_freeze_protocol	optimizes
Paperability_Darwin_RL	hit_fail_interpreter	optimizes
Paperability_Darwin_RL	figure_native_outputs	optimizes
Paperability_Darwin_RL	claim_safety_layer	optimizes
Paperability_Darwin_RL	negative_control_lane	optimizes
Paperability_Darwin_RL	decision_matrix	optimizes
Paperability_Darwin_RL	benchmark_lift	reward_term
Paperability_Darwin_RL	external_generalization	reward_term
Paperability_Darwin_RL	prospective_lock_readiness	reward_term
Paperability_Darwin_RL	novelty_of_method	reward_term
Paperability_Darwin_RL	ablation_completeness	reward_term
Paperability_Darwin_RL	failure_mode_interpretability	reward_term
Paperability_Darwin_RL	comparator_coverage	reward_term
Paperability_Darwin_RL	figure_table_readiness	reward_term
Paperability_Darwin_RL	reviewer_risk_mitigation	reward_term
Paperability_Darwin_RL	deployment_simplicity	reward_term
Paperability_Darwin_RL	Figure 1: Concept and method graph	emits_asset
Paperability_Darwin_RL	Figure 2: Benchmark lift	emits_asset
Paperability_Darwin_RL	Figure 3: Validation-like robustness	emits_asset
Paperability_Darwin_RL	Figure 4: Guardrail ablation	emits_asset
Paperability_Darwin_RL	Figure 5: 96-well interpreter	emits_asset
Paperability_Darwin_RL	Table 1: Method primitive library	emits_asset
Paperability_Darwin_RL	Table 2: GA/RL genome and actions	emits_asset
Paperability_Darwin_RL	Table 3: Reviewer risk register	emits_asset
Paperability_Darwin_RL	Supplement: Ablation dossier	emits_asset
BioDarwin_RL	Paperability_Darwin_RL	extended_by
novel_method_thesis	algorithm_contribution_statement	encoded_as_gene
novel_method_thesis	increase_method_distinctiveness	controlled_by_action
novel_method_thesis	method graph, genome definition, baseline contrast	requires_evidence
sota_comparator_panel	external_comparator_set	encoded_as_gene
sota_comparator_panel	add_or_update_public_baseline	controlled_by_action
sota_comparator_panel	BigMHC, PRIME, NetMHCpan, DeepImmuno, ImmunoStruct when available	requires_evidence
leakage_resistant_validation	split_policy	encoded_as_gene
leakage_resistant_validation	switch_to_stricter_holdout	controlled_by_action
leakage_resistant_validation	source, patient, HLA, sequence-cluster and low-leakage splits	requires_evidence
ablation_matrix	primitive_on_off_controls	encoded_as_gene
ablation_matrix	schedule_ablation	controlled_by_action
ablation_matrix	KG-only, GA-only, RL-policy, guardrail, modality, fusion ablations	requires_evidence
prospective_freeze_protocol	locked_threshold_and_score	encoded_as_gene
prospective_freeze_protocol	freeze_candidate_for_wetlab	controlled_by_action
prospective_freeze_protocol	hash/versioned score table, preregistered threshold, no post-hoc tuning	requires_evidence
hit_fail_interpreter	failure_mode_taxonomy	encoded_as_gene
hit_fail_interpreter	allocate_failure_mode_assay	controlled_by_action
hit_fail_interpreter	candidate call table, endpoint unlock table, decomposition by assay arm	requires_evidence
figure_native_outputs	auto_figure_bundle	encoded_as_gene
figure_native_outputs	prefer_plot_ready_artifact	controlled_by_action
figure_native_outputs	benchmark plot, KG plot, reward plot, top-k plot, failure-mode plot	requires_evidence
claim_safety_layer	claim_boundary_cap	encoded_as_gene
claim_safety_layer	add_claim_guardrail	controlled_by_action
claim_safety_layer	claim tiers, blockers, caveats, prospective-validation status	requires_evidence
negative_control_lane	negative_control_design	encoded_as_gene
negative_control_lane	add_specificity_control	controlled_by_action
negative_control_lane	decoy peptides, scrambled controls, unrelated target controls or null modules	requires_evidence
decision_matrix	editor_reviewer_decision_table	encoded_as_gene
decision_matrix	summarize_claim_unlock	controlled_by_action
decision_matrix	algorithm, evidence, caveat, disposition, next validation	requires_evidence
