sample_id	stage	n_spots	MAPK_out_pb	n_MAPK_genes_found	TDS16_pb	n_TDS_genes_found	G8_pb	n_G8_genes_found	HT13_pb	n_HT_genes_found	MAPK_z_within	TDS_z_within	G8_z_within	HT_z_within	inferred_driver	inferred_driver_MAPKonly	stage_prior
GSM7980874_ATC-3	ATC	1621	0.5657435125774808	9	0.008961487291344383	16	0.0017005099762172904	8	0.4410603238121929	13	1.3455237462427323	-1.5210940528744228	-1.5694018533052687	0.08100422927452086	BRAF_like	BRAF_like_MAPKonly	MAPK_high_prior
GSM7980872_ATC-1	ATC	4715	0.4798988575736682	9	0.04879263252951205	16	0.06467042319854954	8	0.5479196597947381	13	0.79974824073311	-1.422197583537453	-1.464701730059281	0.6507613630822704	BRAF_like	BRAF_like_MAPKonly	MAPK_high_prior
GSM7980875_ATC-4	ATC	2586	0.3761357723010911	9	0.45194801152683794	16	0.6970687103457749	8	0.7092377902545894	13	0.14005253439747792	-0.4212059389678662	-0.413212610627179	1.5108842039825991	ambiguous	BRAF_like_MAPKonly	MAPK_high_prior
GSM7980873_ATC-2	ATC	2354	0.2573396720820003	9	0.0032042785896919668	16	0.0013474461666191928	8	0.5992373188671011	13	-0.6152187360941614	-1.5353885857186333	-1.5699888927735954	0.9243790313744327	ambiguous	RAS_like_MAPKonly	MAPK_high_prior
GSM7980871_LPTC-4	LPTC	4707	0.5237777713272307	9	0.622353526239749	16	1.0335963325342163	8	0.33843110385127007	13	1.0787176924013602	0.0018927105911049661	0.14633212614900434	-0.466198592755103	BRAF_like	BRAF_like_MAPKonly	MAPK_high_prior
GSM7980868_LPTC-1	LPTC	1520	0.4867577817704942	9	0.7238931873216643	16	1.0818776974192588	8	0.578309416027668	13	0.8433552983956827	0.25400481830553284	0.2266095887540452	0.8127947525768356	ambiguous	BRAF_like_MAPKonly	MAPK_high_prior
GSM7980869_LPTC-2	LPTC	4071	0.4371190352572335	9	0.46004737535622553	16	0.7163867264825967	8	0.5963740930646264	13	0.527766494760376	-0.40109608569067634	-0.38109253030799717	0.9091127627638096	BRAF_like	BRAF_like_MAPKonly	MAPK_high_prior
GSM7980870_LPTC-3	LPTC	3336	0.3921591987212499	9	0.5116594850296678	16	0.8480891100552981	8	0.5532157470633348	13	0.24192484845209214	-0.2729487429212088	-0.16211087563800428	0.6789992655061093	ambiguous	BRAF_like_MAPKonly	MAPK_high_prior
GSM7980862_N-3	PT	4538	0.14621011105676493	9	1.078159033699194	16	1.6608876397949643	8	0.15168677497422323	13	-1.3217483661907183	1.1336089874530122	1.1893298661878864	-1.4618899153478013	RAS_like	RAS_like_MAPKonly	normal_prior
GSM7980863_N-4	PT	3027	0.13574456040643984	9	1.2594415673520416	16	1.922205014154315	8	0.15432059330767237	13	-1.388285312449796	1.5837141105552122	1.6238224659337397	-1.4478468111974874	RAS_like	RAS_like_MAPKonly	normal_prior
GSM7980861_N-2	PT	3780	0.11022681272071269	9	1.201748531195335	16	1.7383059188723564	8	0.23294035530684945	13	-1.5505197770419852	1.4404684783467494	1.3180532984765074	-1.0286586340913204	RAS_like	RAS_like_MAPKonly	normal_prior
GSM7980860_N-1	PT	3395	0.10358917542422812	9	1.124096549814567	16	1.6842675376683474	8	0.15990429042050472	13	-1.592719956548997	1.2476669219350773	1.2282036404009604	-1.4180754184239293	RAS_like	RAS_like_MAPKonly	normal_prior
GSM7980865_PTC-2	PTC	4947	0.48339614851607215	9	0.6465527684922563	16	0.997326420067111	8	0.48930866066187334	13	0.8219830057504542	0.06197683835325925	0.08602611473655185	0.3382567553332177	BRAF_like	BRAF_like_MAPKonly	mixed_prior
GSM7980866_PTC-3	PTC	4516	0.4786435493992435	9	0.7839900811195548	16	1.0642446008496336	8	0.3967268702153188	13	0.791767354171954	0.40321897168204834	0.1972910254978168	-0.1553747564350645	ambiguous	BRAF_like_MAPKonly	mixed_prior
GSM7980867_PTC-4	PTC	4498	0.3579493264357249	9	0.5933015153023007	16	0.9169528006532346	8	0.2535153637962559	13	0.024428367870711995	-0.07024032228236426	-0.047611164207236704	-0.9189559323366588	ambiguous	BRAF_like_MAPKonly	mixed_prior
GSM7980864_PTC-1	PTC	2262	0.3310207977063126	9	0.42730958058382384	16	0.7004753013025038	8	0.6116961765891085	13	-0.14677543485029215	-0.48238052522937175	-0.4075484692179498	0.9908076966935675	ambiguous	RAS_like_MAPKonly	mixed_prior
