candidate_id	method_name	method_role	method_family	score	contextual_alpha	context_multiplier	uses_public_pretraining	context_adjustment_reasons	contextual_weight	clean_only_selection
CNV0_00000	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9515151515151516	9.410527146194196	1.3995826933654802	False	source-heldout utility=0.970; HLA-heldout utility=0.890; source-prior coupling penalty; high-leakage review-only context; Korean-HLA observed split utility bonus	0.1684747145231575	False
CNV0_00000	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9318600368324124	9.190031085972548	1.412459777021939	False	source-heldout utility=0.930; HLA-heldout utility=0.957; source-prior coupling penalty; high-leakage review-only context; Korean-HLA observed split utility bonus	0.16452721931675487	False
CNV0_00000	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9329173166926678	8.991754691111295	1.3782342096027929	False	source-heldout utility=0.929; HLA-heldout utility=0.908; source-prior coupling penalty; high-leakage review-only context; Korean-HLA observed split utility bonus	0.16097751816803232	False
CNV0_00000	anchor_rf_retrained_cf	anchor	internal_baseline	0.5035238841033673	7.283052103316773	1.4860507692074452	False	source-heldout utility=0.928; HLA-heldout utility=0.648; high-leakage review-only context; Korean-HLA observed split utility bonus	0.1303869703473309	False
CNV0_00000	anchor_rf	anchor	internal_baseline	0.5013947001394699	7.012416691497346	1.4119675109742134	False	source-heldout utility=0.925; HLA-heldout utility=0.561; high-leakage review-only context; Korean-HLA observed split utility bonus	0.12554184073473795	False
CNV0_00000	sourceheld_counterfactual_rf	internal_candidate	internal_baseline	0.6600000000000001	7.000225271749301	1.3483791039419646	False	source-heldout utility=0.945; HLA-heldout utility=0.860; source-prior coupling penalty; high-leakage review-only context; Korean-HLA observed split utility bonus	0.125323580277085	False
CNV0_00000	D_positive_class_reweighting	internal_candidate	classical_biophysical	0.8207547169811321	6.969200857812644	1.5302433701974674	False	source-heldout utility=0.868; HLA-heldout utility=0.764; high-leakage review-only context; Korean-HLA observed split utility bonus	0.12476815663290156	False
CNV0_00000	source_balanced_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9515151515151516	9.410527146194196	1.3995826933654802	False	source-heldout utility=0.970; HLA-heldout utility=0.890; source-prior coupling penalty; high-leakage review-only context; Korean-HLA observed split utility bonus	0.1684747145231575	True
CNV0_00000	pu_weighted_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9318600368324124	9.190031085972548	1.412459777021939	False	source-heldout utility=0.930; HLA-heldout utility=0.957; source-prior coupling penalty; high-leakage review-only context; Korean-HLA observed split utility bonus	0.16452721931675487	True
CNV0_00000	source_balanced_plus_pu_rf_train_prior_calibrated	internal_candidate	classical_biophysical	0.9329173166926678	8.991754691111295	1.3782342096027929	False	source-heldout utility=0.929; HLA-heldout utility=0.908; source-prior coupling penalty; high-leakage review-only context; Korean-HLA observed split utility bonus	0.16097751816803232	True
