candidate_id	barneo_x_discovery_score	barneo_x_claim_safe_score	barneo_x_discovery_rank	barneo_x_claim_safe_rank	barneo_x_primary_action
CNV0_02407	0.6966064450471705	0.5224548337853778	1	1	priority_review_candidate
CNV0_02503	0.6666231756654897	0.49996738174911726	3	2	secondary_review_candidate
CNV0_02410	0.6629526940358433	0.49721452052688253	4	3	secondary_review_candidate
CNV0_02509	0.660990673108445	0.4957430048313337	5	4	secondary_review_candidate
CNV0_02409	0.6595313846744733	0.49464853850585494	6	5	secondary_review_candidate
CNV0_02504	0.6542751575444916	0.4907063681583687	8	6	secondary_review_candidate
CNV0_02420	0.6387222829927638	0.4790417122445728	9	7	secondary_review_candidate
CNV0_02450	0.6245531257286671	0.46841484429650027	54	8	secondary_review_candidate
CNV0_02424	0.621724628250379	0.46629347118778425	58	9	secondary_review_candidate
CNV0_02452	0.610467756813176	0.457850817609882	65	10	secondary_review_candidate
CNV0_02408	0.6022990464657626	0.4517242848493219	70	11	secondary_review_candidate
CNV0_02478	0.5949509537591957	0.4462132153193968	80	12	secondary_review_candidate
CNV0_02448	0.5947331873870376	0.4460498905402782	82	13	secondary_review_candidate
CNV0_02508	0.5916906313717084	0.4437679735287813	97	14	secondary_review_candidate
CNV0_02507	0.5901771858425092	0.44263288938188194	113	15	secondary_review_candidate
CNV0_02397	0.5764752963664367	0.43235647227482754	392	16	secondary_review_candidate
CNV0_02400	0.5649945516448303	0.4237459137336227	552	17	secondary_review_candidate
CNV0_02425	0.5499054759667126	0.41242910697503443	774	18	secondary_review_candidate
CNV0_02460	0.5437845993625361	0.40783844952190207	825	19	secondary_review_candidate
CNV0_02480	0.6942475488983997	0.39051424625534986	2	20	secondary_review_candidate
CNV0_02709	0.5202452159707972	0.3901839119780979	902	21	secondary_review_candidate
CNV0_02401	0.513488305176512	0.385116228882384	921	22	secondary_review_candidate
CNV0_02458	0.5064640765282582	0.37984805739619365	930	23	secondary_review_candidate
CNV0_02710	0.49765618024598995	0.37324213518449245	939	24	secondary_review_candidate
CNV0_02477	0.4851728038131591	0.3638796028598693	949	25	secondary_review_candidate
CNV0_02572	0.4782802573195754	0.35871019298968154	955	26	secondary_review_candidate
CNV0_02405	0.47579196757585174	0.3568439756818888	956	27	secondary_review_candidate
CNV0_02712	0.4737182792597435	0.3552887094448076	957	28	secondary_review_candidate
CNV0_02713	0.46359497449181697	0.3476962308688627	959	29	secondary_review_candidate
CNV0_02417	0.4536594846203089	0.3402446134652317	961	30	secondary_review_candidate
CNV0_02557	0.4317080810420837	0.32378106078156277	967	31	secondary_review_candidate
CNV0_02396	0.42872670494036486	0.32154502870527363	968	32	secondary_review_candidate
CNV0_02453	0.42347161703864644	0.3176037127789848	971	33	secondary_review_candidate
CNV0_02708	0.4217743317309741	0.3163307487982306	972	34	secondary_review_candidate
CNV0_02714	0.4120748065597618	0.3090561049198214	975	35	secondary_review_candidate
CNV0_02510	0.41192448167734314	0.30894336125800737	976	36	secondary_review_candidate
CNV0_02421	0.409563267919938	0.3071724509399535	977	37	secondary_review_candidate
CNV0_02518	0.4030552808919625	0.3022914606689719	980	38	secondary_review_candidate
CNV0_02592	0.402640704532252	0.301980528399189	981	39	secondary_review_candidate
CNV0_02511	0.39806544695571755	0.29854908521678813	982	40	abstain_or_metadata_required
CNV0_02513	0.3914774538925905	0.29360809041944286	987	41	abstain_or_metadata_required
CNV0_02555	0.3911277440750768	0.2933458080563076	988	42	abstain_or_metadata_required
CNV0_02566	0.5197096066482626	0.29233665373964773	903	43	abstain_or_metadata_required
CNV0_02585	0.3841088920077136	0.2880816690057852	990	44	abstain_or_metadata_required
CNV0_02411	0.3785504967746502	0.28391287258098763	993	45	abstain_or_metadata_required
CNV0_02406	0.49866515096365965	0.28049914741705856	938	46	abstain_or_metadata_required
