expert	feature	weight
BioDarwin_public_anchor_noEL_v4	slp_processability_proxy	-0.2853231937066784
BioDarwin_public_anchor_noEL_v4	aromatic	-0.3375150288895759
BioDarwin_public_anchor_noEL_v4	validation_partial_overlap	-0.45472882184207697
BioDarwin_public_anchor_noEL_v4	source_neodb	-0.5765166964856197
BioDarwin_public_anchor_noEL_v4	overlap_norm	-1.4083734943802122
DeepImmuno	overlap_norm	0.7050365816206849
DeepImmuno	seq_diversity	0.5599012690354805
DeepImmuno	length_sq_norm	0.4291077623171038
DeepImmuno	slp_processability_proxy	0.41839462240669
DeepImmuno	source_itsndb	0.36877011733757575
DeepImmuno	source_nepdb	0.3343207430824993
DeepImmuno	hla_B	0.1986956928134536
DeepImmuno	source_mcpas	0.19275131592074402
DeepImmuno	source_tesla	0.14369893374598247
DeepImmuno	source_neodb	0.08553081971142358
DeepImmuno	source_cedar	0.05354213861838291
DeepImmuno	source_dbpepneo2	0.0
DeepImmuno	length_norm	-0.04236317805102992
DeepImmuno	hla_A	-0.046114418514663705
DeepImmuno	source_improve	-0.054322911217501116
DeepImmuno	seq_cytotoxic_prior	-0.06283172464891022
DeepImmuno	seq_helper_prior	-0.07764211196931685
DeepImmuno	aromatic	-0.08313815433672286
DeepImmuno	bias	-0.10721311837579951
DeepImmuno	hla_C	-0.13063840713661554
DeepImmuno	validation_partial_overlap	-0.14102843212628835
DeepImmuno	validation_external_test	-0.17542116305127906
DeepImmuno	validation_held_out	-0.18729995551218048
DeepImmuno	charged_balance	-0.19927796129257824
DeepImmuno	helper_promiscuity_proxy	-0.21141150360458832
DeepImmuno	validation_unknown	-0.24273685410572876
DeepImmuno	hydrophobic	-0.305112098893647
DeepImmuno	source_other	-0.38099057779963846
DeepImmuno	hla_other	-0.826700169874062
ESM2_Bayesian	seq_cytotoxic_prior	0.8897629119080531
ESM2_Bayesian	slp_processability_proxy	0.74659899587057
ESM2_Bayesian	source_neodb	0.6011318532399937
ESM2_Bayesian	hla_C	0.5683196138333373
ESM2_Bayesian	source_other	0.4384843439306511
ESM2_Bayesian	validation_unknown	0.3279391484562205
ESM2_Bayesian	hla_B	0.2846502093604133
ESM2_Bayesian	aromatic	0.22545091486327606
ESM2_Bayesian	seq_diversity	0.1962658593734945
ESM2_Bayesian	length_sq_norm	0.18655562298442013
ESM2_Bayesian	source_itsndb	0.17317882388412006
ESM2_Bayesian	source_nepdb	0.11207683267956908
ESM2_Bayesian	charged_balance	0.09865066942336703
ESM2_Bayesian	source_dbpepneo2	0.06579075562013656
ESM2_Bayesian	length_norm	0.008592441341395812
ESM2_Bayesian	source_improve	0.005271862944056997
ESM2_Bayesian	source_mcpas	0.0
ESM2_Bayesian	source_cedar	-0.020667199637387418
ESM2_Bayesian	hla_A	-0.024770177627415506
ESM2_Bayesian	validation_held_out	-0.03995941457267149
ESM2_Bayesian	hla_other	-0.04420610969908964
ESM2_Bayesian	helper_promiscuity_proxy	-0.0739399733103342
ESM2_Bayesian	validation_partial_overlap	-0.2228184523188571
ESM2_Bayesian	hydrophobic	-0.23962334351017886
ESM2_Bayesian	seq_helper_prior	-0.28748533772853513
ESM2_Bayesian	source_tesla	-0.35558962851526504
ESM2_Bayesian	overlap_norm	-0.4179827701836885
ESM2_Bayesian	validation_external_test	-0.44490058238476243
ESM2_Bayesian	bias	-0.554016225901808
GP_quantum	source_tesla	0.5793045800631088
GP_quantum	length_sq_norm	0.3681492011846319
GP_quantum	seq_cytotoxic_prior	0.28127728274859304
GP_quantum	seq_helper_prior	0.2690400404487947
GP_quantum	hla_B	0.11815109207962673
GP_quantum	validation_held_out	0.10213419104313068
GP_quantum	source_other	0.09696909535389
GP_quantum	slp_processability_proxy	0.06289685895827599
GP_quantum	hla_C	0.040489156318992955
GP_quantum	source_dbpepneo2	0.03806616037973322
GP_quantum	source_itsndb	0.03309491850500947
GP_quantum	seq_diversity	0.020396015827406293
GP_quantum	source_improve	0.000892772966903454
GP_quantum	source_mcpas	-0.0002827539353255811
GP_quantum	bias	-0.006447469882324652
GP_quantum	source_nepdb	-0.012137737506506456
GP_quantum	hla_other	-0.0185427915417621
GP_quantum	overlap_norm	-0.029070756253777832
GP_quantum	validation_unknown	-0.030423553161624893
GP_quantum	charged_balance	-0.05482326418033164
GP_quantum	source_neodb	-0.086388328429055
GP_quantum	helper_promiscuity_proxy	-0.14218194371253787
GP_quantum	length_norm	-0.1713527607504105
GP_quantum	validation_partial_overlap	-0.2070615557508947
GP_quantum	aromatic	-0.21062048913288167
GP_quantum	validation_external_test	-0.3034529628735091
GP_quantum	hla_A	-0.35209234086504737
GP_quantum	source_cedar	-0.3521166159003572
GP_quantum	hydrophobic	-0.8114849548724955
LR_biophys	bias	0.2777752340394314
LR_biophys	validation_unknown	0.27734448777415244
LR_biophys	hla_C	0.25025203384775063
LR_biophys	source_itsndb	0.16950614645960707
LR_biophys	source_nepdb	0.16681669179101757
LR_biophys	hla_other	0.15479427030286091
LR_biophys	charged_balance	0.11473730759557613
LR_biophys	validation_held_out	0.10205998883391995
LR_biophys	validation_partial_overlap	0.09841543879957484
LR_biophys	source_tesla	0.07807790991884628
LR_biophys	aromatic	0.05061570046157876
LR_biophys	hla_B	-0.00014682712560428485
LR_biophys	source_cedar	-0.014091645661958549
LR_biophys	hla_A	-0.014204997146023432
LR_biophys	source_neodb	-0.02368088576673654
LR_biophys	source_improve	-0.02849265551878362
LR_biophys	seq_cytotoxic_prior	-0.09825669029774914
LR_biophys	hydrophobic	-0.12027130835732108
LR_biophys	source_other	-0.1376830257563168
LR_biophys	length_sq_norm	-0.1551395665707349
LR_biophys	overlap_norm	-0.16053634972876654
LR_biophys	source_dbpepneo2	-0.3049235167416843
LR_biophys	helper_promiscuity_proxy	-0.3382809119735512
LR_biophys	source_mcpas	-0.34900172081928116
LR_biophys	length_norm	-0.3696327677139486
LR_biophys	seq_helper_prior	-0.36996400962361414
LR_biophys	seq_diversity	-0.4855520685380577
LR_biophys	slp_processability_proxy	-0.6652462246187892
LR_biophys	validation_external_test	-0.8809071166129114
MHCflurry	source_other	0.6281497919951059
MHCflurry	source_mcpas	0.3377786529432197
MHCflurry	source_itsndb	0.334853945706596
MHCflurry	seq_cytotoxic_prior	0.3295007778334534
MHCflurry	hla_other	0.24043474508091275
MHCflurry	hla_A	0.21140063076935864
MHCflurry	hla_C	0.18742130267789156
MHCflurry	overlap_norm	0.16912107618979616
MHCflurry	helper_promiscuity_proxy	0.16803955444511057
MHCflurry	validation_external_test	0.12490487070232827
MHCflurry	source_improve	0.12025872417980724
MHCflurry	hydrophobic	0.09326282159912691
MHCflurry	source_tesla	0.05991085580349512
MHCflurry	bias	0.03285300294314468
MHCflurry	source_nepdb	0.009277154918931121
MHCflurry	validation_unknown	0.00449533699108448
MHCflurry	source_neodb	-0.00250231576352044
MHCflurry	slp_processability_proxy	-0.0038239707164545006
MHCflurry	source_dbpepneo2	-0.003984578330801755
MHCflurry	seq_helper_prior	-0.01771158022410499
MHCflurry	aromatic	-0.09118026918652578
MHCflurry	charged_balance	-0.09535656918167157
MHCflurry	validation_partial_overlap	-0.1432030774014589
MHCflurry	hla_B	-0.1518067332551469
MHCflurry	validation_held_out	-0.2380950015364016
MHCflurry	source_cedar	-0.31513529910457677
MHCflurry	seq_diversity	-0.4371088603616021
MHCflurry	length_norm	-0.44625619484393625
MHCflurry	length_sq_norm	-0.6144928780734191
NetMHCpan	source_nepdb	0.8402964801079853
NetMHCpan	bias	0.7850986660891753
NetMHCpan	source_tesla	0.5284601891019862
NetMHCpan	length_sq_norm	0.5111991588953966
NetMHCpan	source_neodb	0.42438159289106014
NetMHCpan	source_mcpas	0.1250563867519073
NetMHCpan	slp_processability_proxy	0.10458893252879686
NetMHCpan	helper_promiscuity_proxy	0.08866226432650115
NetMHCpan	hydrophobic	0.03977156320874884
NetMHCpan	seq_diversity	0.004968047454124886
NetMHCpan	charged_balance	0.0
NetMHCpan	hla_C	-0.007721470833337937
NetMHCpan	validation_unknown	-0.02479726245870678
NetMHCpan	hla_B	-0.03628661076231529
NetMHCpan	source_dbpepneo2	-0.04123216084825134
NetMHCpan	seq_helper_prior	-0.05084054062979626
NetMHCpan	aromatic	-0.08327830725879418
NetMHCpan	hla_A	-0.09996071115493893
NetMHCpan	validation_partial_overlap	-0.15439873807314683
NetMHCpan	validation_held_out	-0.1731507263590102
NetMHCpan	overlap_norm	-0.19535217276552808
NetMHCpan	source_improve	-0.19588862628686102
NetMHCpan	source_itsndb	-0.2542870320935407
NetMHCpan	validation_external_test	-0.25676797066904883
NetMHCpan	hla_other	-0.3201506648729651
NetMHCpan	source_other	-0.33170665277297107
NetMHCpan	length_norm	-0.38387495245912384
NetMHCpan	source_cedar	-0.7386172024109929
NetMHCpan	seq_cytotoxic_prior	-0.7404372473440803
PRIME	seq_helper_prior	0.5485006969738718
PRIME	source_neodb	0.46993079370686375
PRIME	hla_B	0.3057208631873563
PRIME	validation_unknown	0.2767848944841229
PRIME	hla_C	0.23203955973595275
PRIME	source_other	0.14149637028939963
PRIME	bias	0.10449461527598614
PRIME	charged_balance	0.08708224588705088
PRIME	source_dbpepneo2	0.06483088678881521
PRIME	hydrophobic	0.04975795356218428
PRIME	overlap_norm	0.040400213313069616
PRIME	helper_promiscuity_proxy	0.018294560793023506
PRIME	seq_diversity	0.013142414663172034
PRIME	validation_external_test	0.003979779797139945
PRIME	aromatic	0.0
PRIME	length_sq_norm	-0.01387491478995453
PRIME	source_improve	-0.09184796412373722
PRIME	hla_A	-0.10956480007417187
PRIME	validation_partial_overlap	-0.12591222636566038
PRIME	source_tesla	-0.12721715392088398
PRIME	seq_cytotoxic_prior	-0.13442912126097786
PRIME	source_itsndb	-0.16042994824370083
PRIME	length_norm	-0.1690601678793529
PRIME	source_nepdb	-0.1971173647951553
PRIME	source_mcpas	-0.34825996138344967
PRIME	slp_processability_proxy	-0.36077732691609476
PRIME	hla_other	-0.3996834411158326
PRIME	validation_held_out	-0.4236130777900028
PRIME	source_cedar	-0.6845390390707875
RF_biophys	validation_partial_overlap	1.2918413481471815
RF_biophys	hydrophobic	0.9334390458600174
RF_biophys	validation_held_out	0.81368138585857
RF_biophys	helper_promiscuity_proxy	0.7691894507486509
RF_biophys	source_cedar	0.6010883614037159
RF_biophys	length_norm	0.48804922678908524
RF_biophys	source_improve	0.419126239931288
RF_biophys	hla_B	0.4144758636802994
RF_biophys	bias	0.40773710859346535
RF_biophys	source_tesla	0.3032390901251598
RF_biophys	source_dbpepneo2	0.3023808899376893
RF_biophys	hla_other	0.22273073334578875
RF_biophys	charged_balance	0.18792566542829262
RF_biophys	source_other	0.15025651062057377
RF_biophys	overlap_norm	0.11281270957807236
RF_biophys	length_sq_norm	0.0693057629460033
RF_biophys	seq_cytotoxic_prior	0.04123963474720682
RF_biophys	slp_processability_proxy	0.0
RF_biophys	source_nepdb	-0.009929810776125363
RF_biophys	hla_C	-0.013585352855773808
RF_biophys	validation_unknown	-0.025391505396016645
RF_biophys	seq_diversity	-0.05374261275951331
RF_biophys	seq_helper_prior	-0.08141494211300176
RF_biophys	validation_external_test	-0.13808498041061343
RF_biophys	hla_A	-0.15612428246059182
RF_biophys	aromatic	-0.15624254493459358
RF_biophys	source_itsndb	-0.15699538909731467
RF_biophys	source_neodb	-0.3985177150411616
RF_biophys	source_mcpas	-0.4977181181490464
Structure_LR	slp_processability_proxy	1.1727367652245888
Structure_LR	validation_unknown	0.7186772137864097
Structure_LR	source_itsndb	0.4078690787941189
Structure_LR	hla_B	0.28942787218917343
Structure_LR	source_improve	0.21435259441830917
Structure_LR	source_cedar	0.21375975452866794
Structure_LR	charged_balance	0.1769561572469422
Structure_LR	seq_diversity	0.10857068109791064
Structure_LR	validation_held_out	0.09180075165481978
Structure_LR	seq_helper_prior	0.07626706417005025
Structure_LR	source_mcpas	0.05418486369272685
Structure_LR	hla_other	0.035031875490001495
Structure_LR	source_nepdb	0.012885770235271064
Structure_LR	source_dbpepneo2	0.0037530894608128196
Structure_LR	source_other	0.00226479424878619
Structure_LR	length_norm	0.0
Structure_LR	seq_cytotoxic_prior	-0.004130635172084904
Structure_LR	hla_C	-0.016402314147193422
Structure_LR	bias	-0.04597157799132461
Structure_LR	validation_partial_overlap	-0.08410500301701346
Structure_LR	source_neodb	-0.08672784491931275
Structure_LR	helper_promiscuity_proxy	-0.14843862571740218
Structure_LR	source_tesla	-0.19033978924677236
Structure_LR	overlap_norm	-0.19596341526067385
Structure_LR	hla_A	-0.1995038694632758
Structure_LR	hydrophobic	-0.20452086108445713
Structure_LR	validation_external_test	-0.35936484818608183
Structure_LR	length_sq_norm	-0.3850215014615763
Structure_LR	aromatic	-0.5408549809350651
TransPHLA	bias	0.9620172590070213
TransPHLA	charged_balance	0.8054539315120277
TransPHLA	aromatic	0.6891107361425749
TransPHLA	helper_promiscuity_proxy	0.6351640028820845
TransPHLA	length_sq_norm	0.4456018477476301
TransPHLA	source_dbpepneo2	0.44247030595229525
TransPHLA	source_other	0.3953192702290801
TransPHLA	hla_C	0.2980607636081769
TransPHLA	hydrophobic	0.22241321330544542
TransPHLA	hla_A	0.15589200109043427
TransPHLA	overlap_norm	0.13936003288548382
TransPHLA	source_tesla	0.10623866534463046
TransPHLA	seq_cytotoxic_prior	0.10314412752496184
TransPHLA	source_cedar	0.05796425258142809
TransPHLA	hla_other	0.04772005150983011
TransPHLA	hla_B	0.013543851142717023
TransPHLA	source_improve	0.010502288485829042
TransPHLA	source_neodb	0.0
TransPHLA	validation_external_test	0.0
TransPHLA	seq_diversity	-0.05028105397483549
TransPHLA	validation_partial_overlap	-0.05346786220266214
TransPHLA	seq_helper_prior	-0.06529253496993179
TransPHLA	validation_unknown	-0.10235878602481202
TransPHLA	validation_held_out	-0.16194408503461472
TransPHLA	source_itsndb	-0.23862008683464778
TransPHLA	slp_processability_proxy	-0.25232524693737346
TransPHLA	length_norm	-0.3106934795000959
TransPHLA	source_mcpas	-0.36420511837935154
TransPHLA	source_nepdb	-0.7653745452143141
VQC	bias	0.7850986660891753
VQC	hla_other	0.44853836110770395
VQC	source_neodb	0.3878854385168616
VQC	hla_C	0.3510028497659355
VQC	source_dbpepneo2	0.3415307206526583
VQC	overlap_norm	0.3321767759389874
VQC	seq_helper_prior	0.2685051279984141
VQC	length_sq_norm	0.24954909887078472
VQC	charged_balance	0.14421696608678863
VQC	hydrophobic	0.12421471532404382
VQC	source_improve	0.1238253600990917
VQC	source_nepdb	0.009585216951248117
VQC	helper_promiscuity_proxy	0.009414452853210529
VQC	slp_processability_proxy	-0.0015832286226505471
VQC	validation_unknown	-0.02479726245870678
VQC	validation_partial_overlap	-0.026330679541361535
VQC	validation_held_out	-0.05799087955289534
VQC	source_mcpas	-0.06695355368888525
VQC	source_tesla	-0.09936819915843677
VQC	hla_A	-0.09996071115493893
VQC	validation_external_test	-0.12148380112077377
VQC	seq_diversity	-0.13391253002644737
VQC	source_itsndb	-0.1744748601577161
VQC	length_norm	-0.18650394674145018
VQC	aromatic	-0.3329634060546243
VQC	source_other	-0.3760992852340383
VQC	source_cedar	-0.491472643413781
VQC	hla_B	-0.7443670654352135
VQC	seq_cytotoxic_prior	-0.8075237920839197
