sample_id	dataset	condition	n_spots	mean_RAI_8_score_raw_all	mean_RAI_8_score_raw_epi50	mean_RAI_8_score_raw_epi25	median_RAI_8_score_raw_all	mean_DM1_like_score_raw_all	mean_DM1_like_score_raw_epi50	mean_DM1_like_score_raw_epi25	median_DM1_like_score_raw_all	mean_TDS_overlap_score_raw_all	mean_TDS_overlap_score_raw_epi50	mean_TDS_overlap_score_raw_epi25	median_TDS_overlap_score_raw_all	mean_THYROID_NONOVERLAP_score_raw_all	mean_THYROID_NONOVERLAP_score_raw_epi50	mean_THYROID_NONOVERLAP_score_raw_epi25	median_THYROID_NONOVERLAP_score_raw_all	mean_Epithelial_score_raw_all	mean_Epithelial_score_raw_epi50	mean_Epithelial_score_raw_epi25	median_Epithelial_score_raw_all	mean_CAF_ECM_score_raw_all	mean_CAF_ECM_score_raw_epi50	mean_CAF_ECM_score_raw_epi25	median_CAF_ECM_score_raw_all	mean_EMT_score_raw_all	mean_EMT_score_raw_epi50	mean_EMT_score_raw_epi25	median_EMT_score_raw_all	mean_Hypoxia_score_raw_all	mean_Hypoxia_score_raw_epi50	mean_Hypoxia_score_raw_epi25	median_Hypoxia_score_raw_all	mean_Proliferation_score_raw_all	mean_Proliferation_score_raw_epi50	mean_Proliferation_score_raw_epi25	median_Proliferation_score_raw_all	mean_RAI_8_score_resid_all	mean_RAI_8_score_resid_epi50	mean_RAI_8_score_resid_epi25	median_RAI_8_score_resid_all	mean_DM1_like_score_resid_all	mean_DM1_like_score_resid_epi50	mean_DM1_like_score_resid_epi25	median_DM1_like_score_resid_all	mean_TDS_overlap_score_resid_all	mean_TDS_overlap_score_resid_epi50	mean_TDS_overlap_score_resid_epi25	median_TDS_overlap_score_resid_all	mean_THYROID_NONOVERLAP_score_resid_all	mean_THYROID_NONOVERLAP_score_resid_epi50	mean_THYROID_NONOVERLAP_score_resid_epi25	median_THYROID_NONOVERLAP_score_resid_all	mean_Epithelial_score_resid_all	mean_Epithelial_score_resid_epi50	mean_Epithelial_score_resid_epi25	median_Epithelial_score_resid_all	mean_CAF_ECM_score_resid_all	mean_CAF_ECM_score_resid_epi50	mean_CAF_ECM_score_resid_epi25	median_CAF_ECM_score_resid_all	mean_EMT_score_resid_all	mean_EMT_score_resid_epi50	mean_EMT_score_resid_epi25	median_EMT_score_resid_all	mean_Hypoxia_score_resid_all	mean_Hypoxia_score_resid_epi50	mean_Hypoxia_score_resid_epi25	median_Hypoxia_score_resid_all	mean_Proliferation_score_resid_all	mean_Proliferation_score_resid_epi50	mean_Proliferation_score_resid_epi25	median_Proliferation_score_resid_all	mean_log_total_counts	mean_n_genes
GSM7221915_P1	GSE230424	PTC_HT	3566	2.206451486304301e-08	0.3670549267130847	0.4796970143377018	-0.0208599605	-2.206451486304301e-08	-0.3670549267130847	-0.4796970143377018	0.0208599605	2.493031408034424e-08	0.3913311623570387	0.5123328533604261	-0.025343707	-2.772887268511592e-08	0.283975866663253	0.35191779470116596	-0.0257060225	-3.072728547829892e-08	0.4659691216003926	0.755777583912556	-0.0249632245	-8.083568141649177e-09	0.011838774565073472	0.019962101555017937	-0.0663158595	1.6387944478856272e-08	0.032086600596040384	0.023684648901390132	-0.05471988	1.8208939993015956e-09	0.09002310625518116	0.10749946735345066	-0.0226016905	-3.936090853014913e-09	-0.03599492729680314	-0.04796067909573991	-0.27845258	-7.970193334381382e-18	0.19810554938638608	0.2940545275888461	0.0047317959855509	7.970193334381382e-18	-0.19810554938638608	-0.2940545275888461	-0.0047317959855509	-4.981370833988364e-18	0.2188359018482959	0.32462403305209303	0.0038517060838807998	7.970193334381382e-18	0.1370391051264972	0.19047926985339617	-0.032795552280521195	1.1581687189022945e-17	0.3312536876382997	0.6122019938724633	-0.0498097686435046	4.4832337505895274e-18	-0.04504306987300049	-0.047544558998821256	-0.0815417385011164	4.981370833988364e-18	-0.022268908811705186	-0.04402208151717099	-0.06226293052115155	8.2192618760808e-18	0.018894249517681524	0.024824878405239545	-0.05826127436142465	1.2951564168369745e-17	-0.06680077906704861	-0.0901067790417984	-0.11227490045638955	8.344773142072134	2078.8359506449806
GSM7221916_P2	GSE230424	PTC_HT	3005	4.333552079608425e-08	0.24647042147032597	0.2692194738589096	-0.029272512	-4.333552079608425e-08	-0.24647042147032597	-0.2692194738589096	0.029272512	4.747275207614961e-08	0.2586491222822222	0.269426595506516	0.0070655546	-1.218909817450258e-08	0.22768912847045908	0.2354583024942819	-0.063830316	6.490285194178369e-09	0.46645236600486156	0.7612834013696809	-0.023605501	-1.4645257903424116e-09	-0.025370272082435134	-0.029008647665385637	-0.061739314	7.599166055004309e-09	0.03076072548569528	0.04084553357944149	-0.055418987	8.22465557031703e-09	0.06577522534038589	0.09434181893125	-0.037024245	-8.414808645632649e-09	0.008418468579241523	-0.00044981604547871657	-0.24921398	-7.09360468312912e-18	0.11509475573873088	0.10208707771707576	0.0044495861503104	7.09360468312912e-18	-0.11509475573873088	-0.10208707771707576	-0.0044495861503104	-3.54680234156456e-18	0.12257536223034667	0.09384676010752593	0.0253299208946177	3.54680234156456e-18	0.09419931867039258	0.06845264998252622	-0.0216128408959226	7.09360468312912e-18	0.36525915983625645	0.6449610802898839	-0.0668341264057466	2.3645348943763734e-18	-0.04405049840674774	-0.042731346375513825	-0.0734528514712101	1.3596075642664147e-17	-0.001691560927011218	0.0037518552099645225	-0.0663689944760291	9.458139577505494e-18	0.010845328157974506	0.02947232007596308	-0.0705894045558138	1.77340117078228e-17	-0.03056717363628052	-0.042914392061885714	-0.1291697017235323	8.004281383292286	1737.7630615640599
GSM7221917_P3	GSE230424	PTC_HT	2961	1.3911503982100136e-08	0.2798939110287644	0.3755527770995142	-0.020792156	-1.3911503982100136e-08	-0.2798939110287644	-0.3755527770995142	0.020792156	5.505856129904826e-09	0.3026008615788926	0.4066285236062078	-0.014084418	1.221285038531682e-08	0.27638125283041864	0.3797876744242915	-0.0342924	1.3434012159441826e-08	0.4292191915908913	0.7452067874224022	-0.10555353	-9.253600128941454e-09	0.11736817756683998	0.14554883456099865	-0.049047686	-1.3798351907576257e-08	0.07960088931808237	0.09195432635863697	-0.056221746	-7.20949003734712e-09	0.09124024564996623	0.10708486747619433	-0.058487944	5.2686558517981924e-09	0.0013456630295003303	-0.012032189744480436	-0.27885732	7.498973486154385e-18	0.09223422104804148	0.15978996712888807	-0.048099423703895	-7.498973486154385e-18	-0.09223422104804148	-0.15978996712888807	0.048099423703895	2.6996304550155782e-18	0.09926699140319847	0.17409716426735977	-0.0499019433273557	-6.299137728369682e-18	0.08786535079216244	0.16902325154273432	-0.0339421474128753	1.1398439698954664e-17	0.2913786318253962	0.5921760750272337	-0.0532615023263867	1.0798521820062313e-17	0.014110210467548463	0.02224212704662005	-0.0785019473863326	1.2598275456739365e-17	0.0012443741048180626	-9.921636618963473e-05	-0.0798522643440212	6.599096667815858e-18	0.008607664768087336	0.010158510232603935	-0.0663015532537917	2.654636614098652e-17	-0.03146503596521097	-0.05125413879969498	-0.1590387925163006	7.864565656632322	1558.222897669706
GSM7221918_P4	GSE230424	PTC_HT	4601	4.4751314932536234e-08	0.18206948377309867	0.1964268512337967	0.037418872	-4.4751314932536234e-08	-0.18206948377309867	-0.1964268512337967	-0.037418872	5.023506846233679e-08	0.21855652010910473	0.23506353755939183	0.066851676	1.0873501846414618e-08	0.16507278523500218	0.18322689107779322	0.015322447	2.9581703110495432e-08	0.46002287414080834	0.7241618721633363	0.028538942	1.2757361530037124e-08	-0.03572751439003042	-0.02166160555968723	-0.07682978	-1.6701820908978017e-08	-6.400882919513263e-05	0.016203298451968724	-0.063981935	3.380214299196033e-09	0.049018935997270745	0.06886880428122502	-0.044225797	-1.5781568271283107e-10	-0.003734394413215985	-0.0029465485172545515	-0.23337707	6.177289595827865e-18	0.08025039215485183	0.07162829408587118	0.0090562860666173	-6.177289595827865e-18	-0.08025039215485183	-0.07162829408587118	-0.0090562860666173	3.0886447979139326e-18	0.10491253315507008	0.09468910138295904	0.0322388420752315	1.3126740391134213e-17	0.07360786927792229	0.07355887740750028	-0.0048591983343972	8.493773194263314e-18	0.35853216222240575	0.6066044825660797	-0.0141909486259259	1.698754638852663e-17	-0.046125853238652766	-0.03451827586153373	-0.0782774020862832	1.0810256792698764e-17	-0.022081201103062588	-0.009602550118518193	-0.0701072635773586	1.0810256792698764e-17	0.014837626485421357	0.028089150794942355	-0.0569541786286409	1.235457919165573e-17	-0.018874876053031557	-0.020660445814102948	-0.1967449526754338	8.196229456109075	1777.8674201260596
GSM7908359_C1	GSE248205	CONTROL	1064	-2.8334144736395334e-08	0.1903283989381015	0.2312468666593985	0.0417603145	2.8334144736395334e-08	-0.1903283989381015	-0.2312468666593985	-0.0417603145	-4.5312312028682285e-08	0.19747030828176693	0.24710999143721804	0.07519888999999999	-4.9071287591413034e-08	0.15415640592135338	0.20483303194135338	0.035005301	-8.466560154717304e-09	0.3616018365330452	0.6057719801503759	-0.0376647415	4.824248123787362e-09	-0.06362019077819549	-0.06050314993496241	-0.11816717	4.547462404130132e-09	-0.009616200894172932	-0.02395112838834586	-0.11757363	-5.562312018458164e-09	0.06426108828176692	0.07665774467556391	-0.0383600685	-1.133270675714369e-08	-0.006510527778195472	-0.0016135113834586318	-0.12801062	-4.591147846194256e-18	0.06674487052452653	0.05321945019103397	0.0143498547861858	4.591147846194256e-18	-0.06674487052452653	-0.05321945019103397	-0.0143498547861858	-2.5042624615605033e-18	0.07314940650118751	0.06819078390248522	0.01898223186710965	-1.2521312307802517e-18	0.03453403724564876	0.03353447075030577	-0.008564396837127699	0.0	0.2769716465023349	0.4861525641156546	-0.060407905399017955	1.0017049846242013e-17	-0.07380118160230446	-0.07485696301586756	-0.11204883408725205	1.0017049846242013e-17	-0.032912680262900465	-0.05694386716894088	-0.0927719653388229	1.7947214307850274e-17	0.015528565596294102	0.006668966474404623	-0.07664540430590294	2.5042624615605033e-17	-0.026216347214862983	-0.029749769280188656	-0.11045868609411169	7.17008890344879	945.7208646616541
GSM7908360_C2	GSE248205	CONTROL	1744	-5.75588130735864e-08	0.1071817042277867	0.10853121412821101	0.01071248575	5.75588130735864e-08	-0.1071817042277867	-0.10853121412821101	-0.01071248575	-8.320704415333901e-08	0.11146390254795296	0.11527097868309633	0.0256301685	-4.530177743636874e-09	0.09357599382308487	0.08820000567809633	0.0038451441	-1.0134495402666465e-08	0.38323170771954135	0.6590022357339451	-0.068722705	-8.106135316504768e-09	-0.019922520358142196	-0.0016653132759174296	-0.09476305	3.898509155660689e-10	0.021547292423165134	0.016089796535091738	-0.1109452175	-1.4852884167230724e-08	0.03699463499409405	0.045362589204472475	-0.0487491995	1.2500000030979703e-09	0.01979424783256881	0.02050708094036697	-0.10629403	9.16697910240955e-18	0.015016688893171383	0.004962858856926584	-0.017775212368554	-9.16697910240955e-18	-0.015016688893171383	-0.004962858856926584	0.017775212368554	3.564936317603714e-18	0.01723681766358908	0.008756213945109847	-0.004495741387798249	-5.0927661680053055e-19	0.010688468309190865	-0.004432307613017266	-0.03673208644837335	-1.2731915420013264e-17	0.3196019074245176	0.593937283186703	-0.09778313532932009	7.129872635207428e-18	-0.030496102351522194	-0.013481617589889219	-0.1066776392789576	1.3750468653614325e-17	-0.003583538028910464	-0.011736512127512672	-0.0895829859137577	5.729361939005969e-18	0.0024559077744876205	0.007534737555859098	-0.08383913255972515	3.564936317603714e-17	0.0030978776004409077	0.0020798328287160634	-0.1008891745558166	6.974112489676446	751.5120412844037
GSM7908361_HT1	GSE248205	HT	1927	4.007814224643958e-09	0.3317991512843361	0.6577239333952283	-0.26966327	-4.007814224643958e-09	-0.3317991512843361	-0.6577239333952283	0.26966327	-1.511996887008646e-08	0.37915562216267634	0.7504351327978631	-0.29702786	-2.4005469642079892e-08	0.24330654920477177	0.5051605273622407	-0.2074973	2.1407924228582423e-08	0.4302569308953008	0.8759642589419087	-0.22218843	-3.0532589015467084e-10	-0.012772356497136922	-0.09108828720477177	-0.096768945	2.5001816295303785e-08	0.06302304882865145	0.09152637093056017	-0.084191196	4.553710421482786e-09	0.050327325213163895	0.10195093962742738	-0.06709805	-1.1039880626348735e-08	-0.0634854372086618	-0.10959227564066389	-0.19429623	5.530950200519721e-18	0.2647839261040105	0.5424896249416963	-0.1277682939303332	-5.530950200519721e-18	-0.2647839261040105	-0.5424896249416963	0.1277682939303332	1.1061900401039443e-17	0.30541097090795827	0.6240342159097584	-0.1468592024510836	4.609125167099768e-18	0.18219104159382513	0.4012794939987963	-0.1110989445749171	1.0140075367619488e-17	0.3768565859239482	0.7801752498828849	-0.1327662853621246	6.452775233939675e-18	-0.004612407706811287	-0.08199405466195814	-0.0950688279422003	1.0140075367619488e-17	0.03118700914406997	0.037330940498599315	-0.0736304553454255	5.300493942164733e-18	0.01748404930484786	0.05893998394381165	-0.0719586174667152	1.290555046787935e-17	-0.12339739150043862	-0.1755016616884836	-0.1314260936232569	8.393554499235004	1767.0757654385054
GSM7908362_HT2	GSE248205	HT	2595	-5.783217726757892e-09	0.24213265372665638	0.3051069827489985	-0.036882885	5.783217726757892e-09	-0.24213265372665638	-0.3051069827489985	0.036882885	-3.5941641657739302e-09	0.27513757336923267	0.3363148846835192	-0.008138756	-1.1087976879449598e-08	0.20603460319375963	0.25965089152788906	-0.09844017	-3.3132154133162504e-08	0.42235730657939907	0.7006204737750386	-0.030088484	-2.044507076675144e-09	-0.05252488438977658	-0.06583899390416025	-0.1259018	-1.67661657180305e-09	0.030562274068859786	0.059140684621032356	-0.08044119	-1.5605934489618845e-08	0.0661894066692604	0.08278899529815098	-0.06072361	-4.616418887835997e-09	-0.01594713647872651	-0.003896728921725741	-0.2606126	3.080387582775001e-18	0.11450313320468684	0.13365566038251084	-0.0123517357399901	-3.080387582775001e-18	-0.11450313320468684	-0.13365566038251084	0.0123517357399901	3.422652869750001e-18	0.1324755714689273	0.14377364731833198	0.0225585707401482	8.214366887400003e-18	0.09123356756171443	0.1071479674769101	-0.0376566731559922	1.3690611479000004e-18	0.333943255867259	0.5866383825901651	-0.0307284183380472	1.4717407339925005e-17	-0.02720720032399687	-0.033484845884148524	-0.1116940177557278	7.358703669962502e-18	-0.006333818073388976	0.010711750569330662	-0.0781241404060857	1.0267958609250002e-17	0.013668279625657651	0.015380564875543522	-0.0675337303467795	1.9166856070600006e-17	-0.06316858916947789	-0.06446175797559091	-0.131301874111515	8.486451190205768	1706.3526011560693
GSM7908363_HT3	GSE248205	HT	1980	1.1541313131229573e-08	0.31064268868430306	0.5218531662619393	-0.101351735	-1.1541313131229573e-08	-0.31064268868430306	-0.5218531662619393	0.101351735	2.3240742425046374e-08	0.3230190351348686	0.5391765537257778	-0.08803232	7.578044950698275e-09	0.2741621146147172	0.4507039216569091	-0.1144383525	1.3865848481070587e-08	0.4932649037276565	0.8234215084848485	-0.091691335	-5.51649494210528e-10	0.04438685560948889	0.04500662388795959	-0.055919171000000004	-3.226253535078847e-08	0.06448997011479798	0.06702778033979799	-0.05585424	2.0233867678323944e-08	0.0601521050979798	0.0937893387959596	-0.0281512205	-1.1112643933672368e-08	-0.045318382779015155	-0.05898541156629294	-0.09993553699999999	-8.971499188890154e-19	0.2567202725223734	0.4325771257840491	-0.0639700150356512	8.971499188890154e-19	-0.2567202725223734	-0.4325771257840491	0.0639700150356512	-7.177199351112123e-18	0.27175015720688983	0.4529136150637544	-0.04892292462472535	1.0765799026668185e-17	0.21058181038480261	0.3485261735134457	-0.07777842472675395	-4.037174635000569e-18	0.4315128875053027	0.7299101350628747	-0.0695069105822016	9.86864910777917e-18	0.00716859013918425	-0.01629530887913079	-0.0794419022819633	1.2560098864446216e-17	0.023517200779013942	0.0003509711753629771	-0.05875869984391155	8.522924229445646e-18	0.015404165524668986	0.02477300272375334	-0.0493783744989473	1.3457248783335231e-17	-0.094863192687642	-0.13413926737157533	-0.09889886445466134	8.598048718204767	2468.787878787879
GSM7908364_GD1	GSE248205	GD	2266	-6.420303221457915e-08	0.12299252118495499	0.11843613721856083	0.0855180695	6.420303221457915e-08	-0.12299252118495499	-0.11843613721856083	-0.0855180695	-1.0776063547776656e-07	0.1325234966465137	0.12564329352239859	0.0995796525	-6.368411297572641e-08	0.09924728706381288	0.06900999501005291	0.0611502005	2.6524779350487662e-08	0.35386231497263904	0.5711359091181658	0.03454385	7.905841570493954e-09	-0.03804439515509532	-0.020978690800141093	-0.09100892	-1.8664263018113663e-08	-0.0023900973784377754	0.0031462690788888904	-0.065714602	-4.397038833850529e-09	0.03479796827049956	0.017153070501058194	-0.029508569999999998	-4.71932479170103e-09	0.0013917017062753856	-0.005135511775132262	-0.0943447675	1.567834809708959e-18	0.056731812476533944	0.05478615559461784	0.03685918135299755	-1.567834809708959e-18	-0.056731812476533944	-0.05478615559461784	-0.03685918135299755	6.271339238835836e-18	0.06459694783953804	0.059656231867829645	0.0297720737938925	1.567834809708959e-18	0.03986326675966103	0.013774446591199982	0.01323521745337475	7.055256643690315e-18	0.3062820155632614	0.5326834733206053	-0.02229520245358275	1.1758761072817193e-18	-0.05224477952524965	-0.041907997343537104	-0.0692024547626417	2.5477315657770584e-18	-0.026222814442492453	-0.018106414704973973	-0.0679788824296261	7.839174048544794e-18	0.004118170324900537	-0.008523446351938104	-0.052960320755794196	1.489443069223511e-17	-0.01791874963931072	-0.02088163747150482	-0.11182688966145299	8.816253552134285	2919.860105913504
