split_name	comparator	event	n	median_rank_pct_delta	median_score_delta
exact_peptide_hla_holdout	anchor_lr	harmed_negative	10	0.4444444444444444	-0.0304795380406635
exact_peptide_hla_holdout	anchor_lr	stable_positive	14	-0.027777777777777776	0.3133097469691357
exact_peptide_hla_holdout	anchor_lr	unstable_case	14	-0.3333333333333333	-0.34358075449121117
exact_peptide_hla_holdout	best_foldsafe_fusion	harmed_negative	9	0.2222222222222222	0.1318434437312953
exact_peptide_hla_holdout	best_foldsafe_fusion	rescued_positive	2	0.4019607843137255	0.13647972237363468
exact_peptide_hla_holdout	best_foldsafe_fusion	stable_positive	15	0.05555555555555555	0.06978396892620164
exact_peptide_hla_holdout	best_foldsafe_fusion	unstable_case	15	-0.2777777777777778	-0.07729136751892957
exact_peptide_hla_holdout	qk_no_anchor	harmed_negative	13	0.4444444444444444	0.23112912234789057
exact_peptide_hla_holdout	qk_no_anchor	rescued_positive	4	0.6111111111111112	0.28083617407476247
exact_peptide_hla_holdout	qk_no_anchor	stable_positive	11	0.058823529411764705	0.24947235625150022
exact_peptide_hla_holdout	qk_no_anchor	unstable_case	26	-0.3529411764705882	-0.15558077986962665
exact_peptide_hla_holdout	qk_quantum_only	harmed_negative	14	0.5277777777777778	0.31019758035826395
exact_peptide_hla_holdout	qk_quantum_only	rescued_positive	4	0.6029411764705882	0.38494936903057597
exact_peptide_hla_holdout	qk_quantum_only	stable_positive	12	-0.11274509803921569	0.21097413737891826
exact_peptide_hla_holdout	qk_quantum_only	unstable_case	23	-0.33333333333333337	-0.13449513491991338
hla_stratified_group_5fold	anchor_lr	harmed_negative	9	0.36363636363636365	-0.023608220141621228
hla_stratified_group_5fold	anchor_lr	rescued_positive	3	0.0	-0.22137334636081188
hla_stratified_group_5fold	anchor_lr	stable_positive	11	0.0	0.14579024863353995
hla_stratified_group_5fold	anchor_lr	unstable_case	17	-0.303030303030303	-0.33556064019791076
hla_stratified_group_5fold	best_foldsafe_fusion	harmed_negative	5	0.26315789473684215	0.07949038333930533
hla_stratified_group_5fold	best_foldsafe_fusion	rescued_positive	6	0.31666666666666665	0.1201670854425606
hla_stratified_group_5fold	best_foldsafe_fusion	stable_positive	11	0.0	0.04350411076129923
hla_stratified_group_5fold	best_foldsafe_fusion	unstable_case	15	-0.2727272727272727	-0.025904110639786593
hla_stratified_group_5fold	qk_no_anchor	harmed_negative	11	0.4210526315789474	0.22607438197301408
hla_stratified_group_5fold	qk_no_anchor	rescued_positive	7	0.39999999999999997	0.33215846347510386
hla_stratified_group_5fold	qk_no_anchor	stable_positive	9	-0.09090909090909094	0.08492482883845759
hla_stratified_group_5fold	qk_no_anchor	unstable_case	32	-0.32456140350877194	-0.05382146998075088
hla_stratified_group_5fold	qk_quantum_only	harmed_negative	15	0.5	0.40798026671876353
hla_stratified_group_5fold	qk_quantum_only	rescued_positive	5	0.49999999999999994	0.4855590257722915
hla_stratified_group_5fold	qk_quantum_only	stable_positive	9	-0.030303030303030304	0.17552059593789282
hla_stratified_group_5fold	qk_quantum_only	unstable_case	26	-0.36602870813397126	-0.06729370158330247
hla_supertype_heldout	anchor_lr	harmed_negative	7	0.42105263157894735	0.22188616010287632
hla_supertype_heldout	anchor_lr	rescued_positive	1	0.4242424242424242	0.48960675830861855
hla_supertype_heldout	anchor_lr	stable_positive	8	0.15151515151515152	0.20980320978765787
hla_supertype_heldout	anchor_lr	unstable_case	13	-0.42105263157894735	-0.3395489111231125
hla_supertype_heldout	best_foldsafe_fusion	harmed_negative	8	0.35789473684210527	0.20964937287475774
hla_supertype_heldout	best_foldsafe_fusion	rescued_positive	3	0.3684210526315789	0.3370764918994994
hla_supertype_heldout	best_foldsafe_fusion	stable_positive	8	0.08181818181818182	0.1670070488397686
hla_supertype_heldout	best_foldsafe_fusion	unstable_case	19	-0.3157894736842105	-0.13792302037423151
hla_supertype_heldout	qk_no_anchor	harmed_negative	10	0.39473684210526316	0.28471991245414374
hla_supertype_heldout	qk_no_anchor	rescued_positive	4	0.40909090909090906	0.36204679806526013
hla_supertype_heldout	qk_no_anchor	stable_positive	6	-0.1272727272727273	0.10607106862788324
hla_supertype_heldout	qk_no_anchor	unstable_case	27	-0.33333333333333337	-0.050262023083755714
hla_supertype_heldout	qk_quantum_only	harmed_negative	14	0.5333333333333333	0.42455561319356694
hla_supertype_heldout	qk_quantum_only	rescued_positive	2	0.4752791068580542	0.48066834177024265
hla_supertype_heldout	qk_quantum_only	stable_positive	5	0.09090909090909091	0.31722378750791436
hla_supertype_heldout	qk_quantum_only	unstable_case	26	-0.36602870813397126	-0.05283600894896667
near_peptide_cluster_holdout	anchor_lr	harmed_negative	12	0.34150326797385616	-0.07604518840323542
near_peptide_cluster_holdout	anchor_lr	rescued_positive	1	0.11764705882352944	-0.1731967109849506
near_peptide_cluster_holdout	anchor_lr	stable_positive	14	-0.05718954248366014	0.23509055828741732
near_peptide_cluster_holdout	anchor_lr	unstable_case	17	-0.29411764705882354	-0.3307140709101576
near_peptide_cluster_holdout	best_foldsafe_fusion	harmed_negative	9	0.2222222222222222	0.08688554033861401
near_peptide_cluster_holdout	best_foldsafe_fusion	rescued_positive	2	0.2058823529411765	0.1202360206257739
near_peptide_cluster_holdout	best_foldsafe_fusion	stable_positive	13	0.05882352941176472	0.03952428539334207
near_peptide_cluster_holdout	best_foldsafe_fusion	unstable_case	6	-0.27046783625730986	-0.013393098539286385
near_peptide_cluster_holdout	qk_no_anchor	harmed_negative	13	0.5294117647058824	0.344628500736231
near_peptide_cluster_holdout	qk_no_anchor	rescued_positive	5	0.5	0.30556767395185663
near_peptide_cluster_holdout	qk_no_anchor	stable_positive	11	0.05555555555555555	0.23560392995684248
near_peptide_cluster_holdout	qk_no_anchor	unstable_case	21	-0.4444444444444445	-0.1158291097268268
near_peptide_cluster_holdout	qk_quantum_only	harmed_negative	15	0.4117647058823529	0.3249829950556999
near_peptide_cluster_holdout	qk_quantum_only	rescued_positive	4	0.5	0.44945766667845943
near_peptide_cluster_holdout	qk_quantum_only	stable_positive	12	-0.08204334365325076	0.1811403443542374
near_peptide_cluster_holdout	qk_quantum_only	unstable_case	22	-0.42810457516339867	-0.12927196321159734
repeated_stratified_5x5_internal	anchor_lr	harmed_negative	55	0.3529411764705882	-0.0650085790834716
repeated_stratified_5x5_internal	anchor_lr	rescued_positive	4	0.4166666666666667	0.22891280181778345
repeated_stratified_5x5_internal	anchor_lr	stable_positive	68	0.0	0.3068589812659018
repeated_stratified_5x5_internal	anchor_lr	unstable_case	74	-0.31372549019607837	-0.2872265122357208
repeated_stratified_5x5_internal	best_foldsafe_fusion	harmed_negative	60	0.40032679738562094	0.1493782222851554
repeated_stratified_5x5_internal	best_foldsafe_fusion	rescued_positive	10	0.2777777777777778	0.11163344138976604
repeated_stratified_5x5_internal	best_foldsafe_fusion	stable_positive	71	0.0	0.13502945643889308
repeated_stratified_5x5_internal	best_foldsafe_fusion	unstable_case	85	-0.33333333333333337	-0.1720982103917033
repeated_stratified_5x5_internal	qk_no_anchor	harmed_negative	87	0.5	0.2971795186367203
repeated_stratified_5x5_internal	qk_no_anchor	rescued_positive	15	0.4444444444444444	0.30214052261368385
repeated_stratified_5x5_internal	qk_no_anchor	stable_positive	59	0.0	0.16421389277610077
repeated_stratified_5x5_internal	qk_no_anchor	unstable_case	133	-0.4444444444444444	-0.1469112052569566
repeated_stratified_5x5_internal	qk_quantum_only	harmed_negative	88	0.4852941176470588	0.29667250361377695
repeated_stratified_5x5_internal	qk_quantum_only	rescued_positive	16	0.5	0.4033182171653995
repeated_stratified_5x5_internal	qk_quantum_only	stable_positive	52	0.05555555555555555	0.20405756740268616
repeated_stratified_5x5_internal	qk_quantum_only	unstable_case	139	-0.4444444444444444	-0.121921846096124
source_heldout_CEDAR	best_foldsafe_fusion	rescued_positive	8	0.0671067106710671	0.27576066627615947
source_heldout_CEDAR	best_foldsafe_fusion	stable_positive	2	0.0011001100110011	0.23626990545306542
source_heldout_CEDAR	best_foldsafe_fusion	unstable_case	516	-0.2596259625962596	-0.07734639001522665
source_heldout_CEDAR	source_qk_compact_gamma1	harmed_negative	1	0.7062706270627063	0.6418549195186152
source_heldout_CEDAR	source_qk_compact_gamma1	rescued_positive	9	0.7920792079207921	0.6564443234824551
source_heldout_CEDAR	source_qk_compact_gamma1	unstable_case	513	-0.253025302530253	-0.18089476063063908
source_heldout_NEPdb	best_foldsafe_fusion	harmed_negative	7	0.034090909090909095	0.1500716691682118
source_heldout_NEPdb	best_foldsafe_fusion	unstable_case	318	-0.2679195804195804	-0.10233835605230515
source_heldout_NEPdb	source_qk_compact_gamma1	harmed_negative	6	0.7875874125874126	0.5990019421801029
source_heldout_NEPdb	source_qk_compact_gamma1	rescued_positive	4	0.5244755244755245	0.524715165383174
source_heldout_NEPdb	source_qk_compact_gamma1	unstable_case	328	-0.26704545454545453	-0.12517814226409146
source_heldout_TESLA_mmc4	best_foldsafe_fusion	harmed_negative	6	0.029752066115702483	0.1973742082284924
source_heldout_TESLA_mmc4	best_foldsafe_fusion	unstable_case	344	0.2553719008264463	0.047173583639669475
source_heldout_TESLA_mmc4	source_qk_compact_gamma1	harmed_negative	10	0.4256198347107438	0.5016231368945874
source_heldout_TESLA_mmc4	source_qk_compact_gamma1	unstable_case	354	-0.2545454545454545	0.10345258194949267
source_heldout_TESLA_mmc7_validation	best_foldsafe_fusion	harmed_negative	9	0.07419354838709678	0.235222768388325
source_heldout_TESLA_mmc7_validation	best_foldsafe_fusion	unstable_case	153	-0.2516129032258065	-0.08269617384056388
source_heldout_TESLA_mmc7_validation	source_qk_compact_gamma1	harmed_negative	9	0.3516129032258064	0.5239963677916033
source_heldout_TESLA_mmc7_validation	source_qk_compact_gamma1	unstable_case	152	-0.25483870967741934	-0.20971686009882717
study_heldout	anchor_lr	rescued_positive	3	0.0	-0.2094772619803643
study_heldout	anchor_lr	stable_positive	2	0.0	0.22017671041256207
study_heldout	anchor_lr	unstable_case	1	-0.4444444444444444	-0.41605726855073083
study_heldout	best_foldsafe_fusion	rescued_positive	3	0.0	-0.019368452496877298
study_heldout	best_foldsafe_fusion	stable_positive	2	0.0	0.054989649067636676
study_heldout	best_foldsafe_fusion	unstable_case	1	0.33333333333333337	0.06594638605031189
study_heldout	qk_no_anchor	rescued_positive	3	0.11111111111111105	0.06650521040639579
study_heldout	qk_no_anchor	stable_positive	2	-0.33333333333333337	0.03477450000030685
