split_name	fold_id	row_id	role
repeated_stratified_5x5_internal	rs_00	CNV0_02452	train
repeated_stratified_5x5_internal	rs_00	CNV0_02450	train
repeated_stratified_5x5_internal	rs_00	CNV0_02579	train
repeated_stratified_5x5_internal	rs_00	CNV0_02708	train
repeated_stratified_5x5_internal	rs_00	CNV0_02592	train
repeated_stratified_5x5_internal	rs_00	CNV0_02553	train
repeated_stratified_5x5_internal	rs_00	CNV0_02582	train
repeated_stratified_5x5_internal	rs_00	CNV0_02577	train
repeated_stratified_5x5_internal	rs_00	CNV0_02565	train
repeated_stratified_5x5_internal	rs_00	CNV0_02594	train
repeated_stratified_5x5_internal	rs_00	CNV0_02536	train
repeated_stratified_5x5_internal	rs_00	CNV0_02520	train
repeated_stratified_5x5_internal	rs_00	CNV0_02550	train
repeated_stratified_5x5_internal	rs_00	CNV0_02458	train
repeated_stratified_5x5_internal	rs_00	CNV0_02655	train
repeated_stratified_5x5_internal	rs_00	CNV0_02460	train
repeated_stratified_5x5_internal	rs_00	CNV0_02567	train
repeated_stratified_5x5_internal	rs_00	CNV0_02685	train
repeated_stratified_5x5_internal	rs_00	CNV0_02421	train
repeated_stratified_5x5_internal	rs_00	CNV0_02414	train
repeated_stratified_5x5_internal	rs_00	CNV0_02575	train
repeated_stratified_5x5_internal	rs_00	CNV0_02570	train
repeated_stratified_5x5_internal	rs_00	CNV0_02590	train
repeated_stratified_5x5_internal	rs_00	CNV0_02538	train
repeated_stratified_5x5_internal	rs_00	CNV0_02578	train
repeated_stratified_5x5_internal	rs_00	CNV0_02543	train
repeated_stratified_5x5_internal	rs_00	CNV0_02453	train
repeated_stratified_5x5_internal	rs_00	CNV0_02515	train
repeated_stratified_5x5_internal	rs_00	CNV0_02512	train
repeated_stratified_5x5_internal	rs_00	CNV0_02405	train
repeated_stratified_5x5_internal	rs_00	CNV0_02710	train
repeated_stratified_5x5_internal	rs_00	CNV0_02415	train
repeated_stratified_5x5_internal	rs_00	CNV0_02584	train
repeated_stratified_5x5_internal	rs_00	CNV0_02448	train
repeated_stratified_5x5_internal	rs_00	CNV0_02537	train
repeated_stratified_5x5_internal	rs_00	CNV0_02517	train
repeated_stratified_5x5_internal	rs_00	CNV0_02713	train
repeated_stratified_5x5_internal	rs_00	CNV0_02574	train
repeated_stratified_5x5_internal	rs_00	CNV0_02563	train
repeated_stratified_5x5_internal	rs_00	CNV0_02412	train
repeated_stratified_5x5_internal	rs_00	CNV0_02591	train
repeated_stratified_5x5_internal	rs_00	CNV0_02586	train
repeated_stratified_5x5_internal	rs_00	CNV0_02561	train
repeated_stratified_5x5_internal	rs_00	CNV0_02556	train
repeated_stratified_5x5_internal	rs_00	CNV0_02511	train
