split_name	fold_id	row_id	role
source_heldout_CEDAR	CEDAR	CNV0_00909	train
source_heldout_CEDAR	CEDAR	CNV0_00910	train
source_heldout_CEDAR	CEDAR	CNV0_00911	train
source_heldout_CEDAR	CEDAR	CNV0_00912	train
source_heldout_CEDAR	CEDAR	CNV0_00913	train
source_heldout_CEDAR	CEDAR	CNV0_00914	train
source_heldout_CEDAR	CEDAR	CNV0_00915	train
source_heldout_CEDAR	CEDAR	CNV0_00916	train
source_heldout_CEDAR	CEDAR	CNV0_00917	train
source_heldout_CEDAR	CEDAR	CNV0_00918	train
source_heldout_CEDAR	CEDAR	CNV0_00919	train
source_heldout_CEDAR	CEDAR	CNV0_00920	train
source_heldout_CEDAR	CEDAR	CNV0_00921	train
source_heldout_CEDAR	CEDAR	CNV0_00922	train
source_heldout_CEDAR	CEDAR	CNV0_00923	train
source_heldout_CEDAR	CEDAR	CNV0_00924	train
source_heldout_CEDAR	CEDAR	CNV0_00925	train
source_heldout_CEDAR	CEDAR	CNV0_00926	train
source_heldout_CEDAR	CEDAR	CNV0_00927	train
source_heldout_CEDAR	CEDAR	CNV0_00928	train
source_heldout_CEDAR	CEDAR	CNV0_00929	train
source_heldout_CEDAR	CEDAR	CNV0_00930	train
source_heldout_CEDAR	CEDAR	CNV0_00931	train
source_heldout_CEDAR	CEDAR	CNV0_00932	train
source_heldout_CEDAR	CEDAR	CNV0_00933	train
source_heldout_CEDAR	CEDAR	CNV0_00934	train
source_heldout_CEDAR	CEDAR	CNV0_00935	train
source_heldout_CEDAR	CEDAR	CNV0_00936	train
source_heldout_CEDAR	CEDAR	CNV0_00937	train
source_heldout_CEDAR	CEDAR	CNV0_00938	train
source_heldout_CEDAR	CEDAR	CNV0_00939	train
source_heldout_CEDAR	CEDAR	CNV0_00940	train
source_heldout_CEDAR	CEDAR	CNV0_00941	train
source_heldout_CEDAR	CEDAR	CNV0_00942	train
source_heldout_CEDAR	CEDAR	CNV0_00943	train
source_heldout_CEDAR	CEDAR	CNV0_00944	train
source_heldout_CEDAR	CEDAR	CNV0_00945	train
source_heldout_CEDAR	CEDAR	CNV0_00946	train
source_heldout_CEDAR	CEDAR	CNV0_00947	train
source_heldout_CEDAR	CEDAR	CNV0_00948	train
source_heldout_CEDAR	CEDAR	CNV0_00949	train
source_heldout_CEDAR	CEDAR	CNV0_00950	train
source_heldout_CEDAR	CEDAR	CNV0_00951	train
source_heldout_CEDAR	CEDAR	CNV0_00952	train
source_heldout_CEDAR	CEDAR	CNV0_00953	train
source_heldout_CEDAR	CEDAR	CNV0_00954	train
source_heldout_CEDAR	CEDAR	CNV0_00955	train
source_heldout_CEDAR	CEDAR	CNV0_00956	train
source_heldout_CEDAR	CEDAR	CNV0_00957	train
source_heldout_CEDAR	CEDAR	CNV0_00958	train
source_heldout_CEDAR	CEDAR	CNV0_00959	train
source_heldout_CEDAR	CEDAR	CNV0_00960	train
source_heldout_CEDAR	CEDAR	CNV0_00961	train
source_heldout_CEDAR	CEDAR	CNV0_00962	train
source_heldout_CEDAR	CEDAR	CNV0_00963	train
source_heldout_CEDAR	CEDAR	CNV0_00964	train
source_heldout_CEDAR	CEDAR	CNV0_00965	train
source_heldout_CEDAR	CEDAR	CNV0_00966	train
source_heldout_CEDAR	CEDAR	CNV0_00967	train
source_heldout_CEDAR	CEDAR	CNV0_00968	train
source_heldout_CEDAR	CEDAR	CNV0_00969	train
source_heldout_CEDAR	CEDAR	CNV0_00970	train
source_heldout_CEDAR	CEDAR	CNV0_00971	train
source_heldout_CEDAR	CEDAR	CNV0_00972	train
source_heldout_CEDAR	CEDAR	CNV0_00973	train
source_heldout_CEDAR	CEDAR	CNV0_00974	train
source_heldout_CEDAR	CEDAR	CNV0_00975	train
source_heldout_CEDAR	CEDAR	CNV0_00976	train
source_heldout_CEDAR	CEDAR	CNV0_00977	train
source_heldout_CEDAR	CEDAR	CNV0_00978	train
source_heldout_CEDAR	CEDAR	CNV0_00979	train
source_heldout_CEDAR	CEDAR	CNV0_00980	train
source_heldout_CEDAR	CEDAR	CNV0_00981	train
source_heldout_CEDAR	CEDAR	CNV0_00982	train
source_heldout_CEDAR	CEDAR	CNV0_00983	train
source_heldout_CEDAR	CEDAR	CNV0_00984	train
source_heldout_CEDAR	CEDAR	CNV0_00985	train
source_heldout_CEDAR	CEDAR	CNV0_00986	train
source_heldout_CEDAR	CEDAR	CNV0_00987	train
source_heldout_CEDAR	CEDAR	CNV0_00988	train
source_heldout_CEDAR	CEDAR	CNV0_00989	train
source_heldout_CEDAR	CEDAR	CNV0_00990	train
source_heldout_CEDAR	CEDAR	CNV0_00991	train
source_heldout_CEDAR	CEDAR	CNV0_00992	train
source_heldout_CEDAR	CEDAR	CNV0_00993	train
source_heldout_CEDAR	CEDAR	CNV0_00994	train
source_heldout_CEDAR	CEDAR	CNV0_00995	train
source_heldout_CEDAR	CEDAR	CNV0_00996	train
source_heldout_CEDAR	CEDAR	CNV0_00997	train
source_heldout_CEDAR	CEDAR	CNV0_00998	train
source_heldout_CEDAR	CEDAR	CNV0_00999	train
source_heldout_CEDAR	CEDAR	CNV0_01000	train
source_heldout_CEDAR	CEDAR	CNV0_01001	train
source_heldout_CEDAR	CEDAR	CNV0_01002	train
source_heldout_CEDAR	CEDAR	CNV0_01003	train
source_heldout_CEDAR	CEDAR	CNV0_01004	train
