sample	histology	DM_score	HT_overlap_score	panel_silencing	HT_z	zone
PTC01	PTC	0.12551406025886536	-0.8412928073909028	-0.12551406025886536	-0.8412928073909028	wild-type-like (preserved, no HT)
PTC01	PTC	0.430726557970047	0.39308235578843603	-0.430726557970047	0.39308235578843603	RAS-like zone (preserved + HT)
PTC01	PTC	0.2869615852832794	-0.6194402707752807	-0.2869615852832794	-0.6194402707752807	wild-type-like (preserved, no HT)
PTC01	PTC	0.47097817063331604	-0.6366541754836699	-0.47097817063331604	-0.6366541754836699	wild-type-like (preserved, no HT)
PTC01	PTC	0.36340847611427307	0.08740267435053768	-0.36340847611427307	0.08740267435053768	RAS-like zone (preserved + HT)
PTC01	PTC	0.3979385197162628	-0.5491719932149581	-0.3979385197162628	-0.5491719932149581	wild-type-like (preserved, no HT)
PTC01	PTC	0.4785708785057068	-1.1817365412968308	-0.4785708785057068	-1.1817365412968308	wild-type-like (preserved, no HT)
PTC01	PTC	0.028172273188829422	-0.3151963222156092	-0.028172273188829422	-0.3151963222156092	wild-type-like (preserved, no HT)
PTC01	PTC	0.28448933362960815	-1.1817365412968308	-0.28448933362960815	-1.1817365412968308	wild-type-like (preserved, no HT)
PTC01	PTC	0.48410823941230774	-0.867198068466681	-0.48410823941230774	-0.867198068466681	wild-type-like (preserved, no HT)
PTC01	PTC	-0.38214707374572754	-0.4594339556266916	0.38214707374572754	-0.4594339556266916	BRAF-like zone (silenced, no HT)
PTC01	PTC	-0.0050106048583984375	-1.0835792479713793	0.0050106048583984375	-1.0835792479713793	BRAF-like zone (silenced, no HT)
PTC01	PTC	0.2314462661743164	-0.37607044337435974	-0.2314462661743164	-0.37607044337435974	wild-type-like (preserved, no HT)
PTC01	PTC	-0.06540828943252563	0.36224854317559746	0.06540828943252563	0.36224854317559746	dark-matter zone (silenced + HT)
PTC01	PTC	0.6953601241111755	-0.3829816150305585	-0.6953601241111755	-0.3829816150305585	wild-type-like (preserved, no HT)
PTC01	PTC	0.7969468832015991	-0.11409303026675995	-0.7969468832015991	-0.11409303026675995	wild-type-like (preserved, no HT)
PTC01	PTC	0.25534486770629883	-1.1817365412968308	-0.25534486770629883	-1.1817365412968308	wild-type-like (preserved, no HT)
PTC01	PTC	0.24181081354618073	0.008840735686790748	-0.24181081354618073	0.008840735686790748	RAS-like zone (preserved + HT)
PTC01	PTC	0.8122888207435608	-1.1817365412968308	-0.8122888207435608	-1.1817365412968308	wild-type-like (preserved, no HT)
PTC01	PTC	0.2143397033214569	-0.5399998280870066	-0.2143397033214569	-0.5399998280870066	wild-type-like (preserved, no HT)
PTC01	PTC	0.021299004554748535	-1.1817365412968308	-0.021299004554748535	-1.1817365412968308	wild-type-like (preserved, no HT)
PTC01	PTC	-0.08126451820135117	-0.6720800623391696	0.08126451820135117	-0.6720800623391696	BRAF-like zone (silenced, no HT)
PTC01	PTC	0.47518157958984375	-0.8311333638108787	-0.47518157958984375	-0.8311333638108787	wild-type-like (preserved, no HT)
PTC01	PTC	0.04758750647306442	-0.7178197793612898	-0.04758750647306442	-0.7178197793612898	wild-type-like (preserved, no HT)
PTC01	PTC	0.21088100969791412	-0.6148900333976552	-0.21088100969791412	-0.6148900333976552	wild-type-like (preserved, no HT)
PTC01	PTC	-0.031174108386039734	-0.4564363792134634	0.031174108386039734	-0.4564363792134634	BRAF-like zone (silenced, no HT)
PTC01	PTC	0.3925864100456238	-0.8319272532160789	-0.3925864100456238	-0.8319272532160789	wild-type-like (preserved, no HT)
PTC01	PTC	0.7849105596542358	-0.6573484882612196	-0.7849105596542358	-0.6573484882612196	wild-type-like (preserved, no HT)
PTC01	PTC	0.6561117172241211	-0.7921906637514231	-0.6561117172241211	-0.7921906637514231	wild-type-like (preserved, no HT)
PTC01	PTC	1.3424956798553467	-0.0673878523002	-1.3424956798553467	-0.0673878523002	wild-type-like (preserved, no HT)
PTC01	PTC	-0.001672104001045227	-0.7977955367687897	0.001672104001045227	-0.7977955367687897	BRAF-like zone (silenced, no HT)
PTC01	PTC	0.4942622184753418	-0.6359358266082267	-0.4942622184753418	-0.6359358266082267	wild-type-like (preserved, no HT)
PTC01	PTC	0.13776014745235443	-0.9962679576540223	-0.13776014745235443	-0.9962679576540223	wild-type-like (preserved, no HT)
PTC01	PTC	0.19339628517627716	-0.9432711664605314	-0.19339628517627716	-0.9432711664605314	wild-type-like (preserved, no HT)
PTC01	PTC	0.34055429697036743	-1.1817365412968308	-0.34055429697036743	-1.1817365412968308	wild-type-like (preserved, no HT)
PTC01	PTC	0.08456014096736908	-0.7796080100407157	-0.08456014096736908	-0.7796080100407157	wild-type-like (preserved, no HT)
PTC01	PTC	0.4614970088005066	-0.3513414306330112	-0.4614970088005066	-0.3513414306330112	wild-type-like (preserved, no HT)
PTC01	PTC	0.0973166823387146	-1.1817365412968308	-0.0973166823387146	-1.1817365412968308	wild-type-like (preserved, no HT)
PTC01	PTC	0.427972674369812	-1.1817365412968308	-0.427972674369812	-1.1817365412968308	wild-type-like (preserved, no HT)
PTC01	PTC	0.2507193684577942	-0.8880535297922282	-0.2507193684577942	-0.8880535297922282	wild-type-like (preserved, no HT)
PTC01	PTC	0.34726861119270325	-0.6628605713957039	-0.34726861119270325	-0.6628605713957039	wild-type-like (preserved, no HT)
PTC01	PTC	-0.05033014714717865	-0.5954209043203715	0.05033014714717865	-0.5954209043203715	BRAF-like zone (silenced, no HT)
PTC01	PTC	-0.02322027087211609	-0.9145063573026566	0.02322027087211609	-0.9145063573026566	BRAF-like zone (silenced, no HT)
PTC01	PTC	0.5374684929847717	-0.4998509363765638	-0.5374684929847717	-0.4998509363765638	wild-type-like (preserved, no HT)
PTC01	PTC	0.26160699129104614	-0.4235052786240405	-0.26160699129104614	-0.4235052786240405	wild-type-like (preserved, no HT)
