heldout_study	model	n	n_pos	prevalence	AUPRC	AUROC	Brier	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10
CEDAR	source_balanced_plus_pu_rf	909	851	0.9361936193619362	0.9376028845641267	0.4837918878398638	0.1072269870740782	1.0	0.005875440658049354	1.0681551116333725	1.0	0.011750881316098707	1.0681551116333725
CEDAR	source_balanced_plus_pu_rf_train_prior_calibrated	909	851	0.9361936193619362	0.9376028845641267	0.4837918878398638	0.3830328075636298	1.0	0.005875440658049354	1.0681551116333725	1.0	0.011750881316098707	1.0681551116333725
CEDAR	pu_weighted_rf	909	851	0.9361936193619362	0.9348974210985377	0.4681105393249321	0.10023462801315622	1.0	0.005875440658049354	1.0681551116333725	1.0	0.011750881316098707	1.0681551116333725
CEDAR	pu_weighted_rf_train_prior_calibrated	909	851	0.9361936193619362	0.9348974210985377	0.4681105393249321	0.349650244740136	1.0	0.005875440658049354	1.0681551116333725	1.0	0.011750881316098707	1.0681551116333725
CEDAR	source_balanced_rf	909	851	0.9361936193619362	0.9311756922819712	0.43326309818063946	0.37718411231209786	1.0	0.005875440658049354	1.0681551116333725	1.0	0.011750881316098707	1.0681551116333725
CEDAR	source_balanced_rf_train_prior_calibrated	909	851	0.9361936193619362	0.9311756922819712	0.43326309818063946	0.7514646485526839	1.0	0.005875440658049354	1.0681551116333725	1.0	0.011750881316098707	1.0681551116333725
NEPdb	source_balanced_plus_pu_rf	572	151	0.263986013986014	0.22532831266393627	0.4483490899938651	0.41232552389823507	0.0	0.0	0.0	0.0	0.0	0.0
NEPdb	source_balanced_plus_pu_rf_train_prior_calibrated	572	151	0.263986013986014	0.22532831266393627	0.4483490899938651	0.44814816375408256	0.0	0.0	0.0	0.0	0.0	0.0
NEPdb	pu_weighted_rf	572	151	0.263986013986014	0.22026185520948655	0.4336253952273835	0.4974233235564528	0.0	0.0	0.0	0.0	0.0	0.0
NEPdb	pu_weighted_rf_train_prior_calibrated	572	151	0.263986013986014	0.22026185520948655	0.4336253952273835	0.5297456863438162	0.0	0.0	0.0	0.0	0.0	0.0
NEPdb	source_balanced_rf	572	151	0.263986013986014	0.20730502890968774	0.391294772773749	0.24772405023990268	0.0	0.0	0.0	0.0	0.0	0.0
NEPdb	source_balanced_rf_train_prior_calibrated	572	151	0.263986013986014	0.20730502890968774	0.391294772773749	0.2629837588483774	0.0	0.0	0.0	0.0	0.0	0.0
TESLA_mmc4	pu_weighted_rf	605	37	0.06115702479338843	0.07756186529529505	0.6096783403121432	0.6431270138380027	0.0	0.0	0.0	0.0	0.0	0.0
TESLA_mmc4	pu_weighted_rf_train_prior_calibrated	605	37	0.06115702479338843	0.07756186529529505	0.6096783403121432	0.7393538473335372	0.0	0.0	0.0	0.0	0.0	0.0
TESLA_mmc4	source_balanced_plus_pu_rf	605	37	0.06115702479338843	0.07303406965993464	0.5864103540159878	0.5158430094153751	0.0	0.0	0.0	0.0	0.0	0.0
TESLA_mmc4	source_balanced_plus_pu_rf_train_prior_calibrated	605	37	0.06115702479338843	0.07303406965993464	0.5864103540159878	0.6372032622965067	0.0	0.0	0.0	0.0	0.0	0.0
TESLA_mmc4	source_balanced_rf	605	37	0.06115702479338843	0.06642659725955896	0.5601446516939474	0.15647024576415666	0.0	0.0	0.0	0.0	0.0	0.0
TESLA_mmc4	source_balanced_rf_train_prior_calibrated	605	37	0.06115702479338843	0.06642659725955896	0.5601446516939474	0.2455044611348843	0.0	0.0	0.0	0.0	0.0	0.0
TESLA_mmc7_validation	source_balanced_rf	310	4	0.012903225806451613	0.14266459294309883	0.6936274509803922	0.1731510500396698	0.2	0.25	15.5	0.1	0.25	7.75
TESLA_mmc7_validation	source_balanced_rf_train_prior_calibrated	310	4	0.012903225806451613	0.14266459294309883	0.6936274509803922	0.22614498580330317	0.2	0.25	15.5	0.1	0.25	7.75
TESLA_mmc7_validation	source_balanced_plus_pu_rf	310	4	0.012903225806451613	0.02463924963924964	0.6633986928104575	0.6054059933010371	0.0	0.0	0.0	0.0	0.0	0.0
TESLA_mmc7_validation	source_balanced_plus_pu_rf_train_prior_calibrated	310	4	0.012903225806451613	0.02463924963924964	0.6633986928104575	0.6677120226560389	0.0	0.0	0.0	0.0	0.0	0.0
TESLA_mmc7_validation	pu_weighted_rf	310	4	0.012903225806451613	0.022947539230746064	0.6666666666666667	0.6639933206527584	0.0	0.0	0.0	0.0	0.0	0.0
TESLA_mmc7_validation	pu_weighted_rf_train_prior_calibrated	310	4	0.012903225806451613	0.022947539230746064	0.6666666666666667	0.7197898660836091	0.0	0.0	0.0	0.0	0.0	0.0
