name	split	label	n_windows	max_score	mean_score	top10_mean	top1pct_mean	hla_02_01_max	hla_01_01_max	hla_11_01_max	hla_03_01_max	hla_24_02_max	hla_07_02_max	hla_08_01_max	hla_15_01_max	hla_44_02_max	hla_35_01_max
E5RGN9	test	0	177	0.7324306585582483	0.46221351405707684	0.6958084912584432	0.7324306585582483	0.6531902654483913	0.4959278419760912	0.6903004772409288	0.6812467960762584	0.6993203071647863	0.6941587349404612	0.5313424761236708	0.6146302244097789	0.622320420191993	0.7324306585582483
NP_001025218.1	test	1	687	0.747956027413709	0.4830597593819423	0.7046966394913576	0.7164065571432626	0.6765564834425303	0.5422831452544514	0.6931265732371048	0.6837235257892263	0.7148259037967284	0.6863438818546115	0.5339135790802395	0.6040896459242537	0.6148453252944767	0.747956027413709
O00505	test	0	1536	0.7581940982121681	0.5409614588292143	0.7459188294472354	0.7402532601439007	0.702640463132404	0.609283993278591	0.6892533340131992	0.7274160849515949	0.7239763745015244	0.7170812108781596	0.587333002872423	0.6550953021156352	0.663057389844368	0.7581940982121681
M0QXU7	test	0	792	0.7769993952169115	0.5491981704268756	0.7542761426352381	0.7571631794574337	0.6867555407551894	0.6338928611416573	0.7073685612852877	0.7188582177939403	0.736243806755533	0.7295882525626471	0.5846307432272324	0.6922900871386237	0.6286849543237275	0.7769993952169115
C9J302	test	0	579	0.7189218370591106	0.49255785746707353	0.6914603224618978	0.6999892137227299	0.6005685800447089	0.5835246019298841	0.670021325797449	0.6895473000117245	0.7006839670951764	0.6955994258648679	0.48759327669939495	0.6255671032896492	0.5821600619668797	0.7189218370591106
Q16655	test	1	327	0.7562326583439183	0.523408972489312	0.7177610318738917	0.7406895803874368	0.6650504446375052	0.5966989188893898	0.6987487173381965	0.71144963693664	0.7176154573143901	0.6947325785651618	0.5708445274910846	0.6643983268991213	0.6313045542622535	0.7562326583439183
K7EQE4	test	0	192	0.7511507912337927	0.5189291810466079	0.6983206438852084	0.7511507912337927	0.6916827984887189	0.5919197261585168	0.6852050803900319	0.7045388912753772	0.7247535826610908	0.6973649922345342	0.550523594662502	0.6426159248630359	0.612936144372124	0.7511507912337927
K7EMK9	test	0	507	0.7472692089645484	0.4638775479549152	0.6819439303187651	0.7203390096949873	0.6747892790621194	0.5424680381393973	0.6863338037536874	0.7052493610523283	0.7178093786809314	0.6951067922652083	0.5047853386072708	0.616201090323209	0.633381360529205	0.7472692089645484
H0YE87	test	0	111	0.7215918212964705	0.5893996815718144	0.7042213456843964	0.7215918212964705	0.658568566348607	0.5549511655370862	0.6670657333814631	0.6936736447385092	0.6952404124435339	0.683620274872647	0.5841328885806193	0.6328576115034306	0.6170090662624059	0.7215918212964705
F8VW93	test	0	264	0.7172582835449038	0.507913429580368	0.6852562007216372	0.712149645598378	0.6286102453819198	0.5470760176279443	0.6546948318067929	0.6792367249122256	0.6835271397581296	0.6455287301975586	0.5339292111211907	0.5770832487608414	0.5916271819209042	0.7172582835449038
Q6P1J9	test	1	1566	0.7640268168438291	0.5488292759450827	0.7579626628742258	0.7539783063806482	0.6887657412890457	0.6138671891047308	0.7134044198676561	0.7227466895265136	0.7391294035565855	0.7295269183409886	0.6015781404802278	0.654778426016552	0.6523275466039342	0.7640268168438291
Q13882	test	1	1326	0.7839090543026944	0.5073365631463647	0.73192448390032	0.7251900929810252	0.676296123254548	0.5923958977296659	0.7335681402710931	0.74631552299257	0.7530791030554502	0.7366559294069529	0.5860646986123956	0.6912092194686988	0.673738957472211	0.7839090543026944
P07355	test	1	990	0.7660416484096281	0.5274518158817553	0.7373889432586543	0.7390311785857703	0.6931416022979577	0.5766653913581697	0.6986252917315808	0.7268935854950993	0.7347131185781841	0.7139958062720524	0.5891601510738028	0.6572510855657147	0.6666336082140611	0.7660416484096281
Q5STR5	test	0	210	0.7511118580186025	0.5048587189332712	0.6980538185912138	0.7335754181741385	0.6828301246590316	0.6047232891038533	0.6959857728635569	0.6948227716667812	0.7256953642486469	0.6981973659680584	0.551239183792523	0.6476205762558532	0.6398885604884267	0.7511118580186025
O60762	test	0	753	0.7259249653708365	0.5095438141717417	0.7056868236810445	0.7095117636555729	0.63575877458854	0.5609774642210319	0.6545648294100457	0.7027460053524455	0.6994478711023511	0.6869130379817535	0.5365992115218403	0.5958292476853679	0.5930725511491396	0.7259249653708365
B7Z8V9	test	0	909	0.7487651956506369	0.4975558780273427	0.7204508129981212	0.7223908446729833	0.6617397077982807	0.604917454710309	0.6667921182312879	0.689073859964041	0.703399341420343	0.7027928112160693	0.5479594850888242	0.6328502786148804	0.6454368932453992	0.7487651956506369
P32929	test	1	1188	0.7414599021512496	0.507720195751592	0.7081484596050931	0.7062058081305804	0.6641185280517664	0.586646910174018	0.6802447434547324	0.6990221756255269	0.7125024298743106	0.6984649383931704	0.5368844926123154	0.6184330459173107	0.616598607805332	0.7414599021512496
