split_name	fusion	status	n	n_pos	prevalence	AUPRC	AUROC	Brier	top5_precision	top10_precision
hla_supertype_heldout	counterfactual_rf_plus_qk_clean_no_tcr_gamma1_w0.75	exploratory	72	15	0.20833333333333334	0.4654940043711973	0.7555555555555555	0.18033587214719715	0.4	0.5
study_heldout	counterfactual_rf_plus_qk_clean_no_tcr_gamma1_w0.25	exploratory	9	5	0.5555555555555556	0.4634920634920635	0.15000000000000002	0.3378790503761365	0.2	0.5555555555555556
near_peptide_cluster_holdout	counterfactual_rf_plus_qk_no_anchor_gamma1_w0.75	exploratory	89	21	0.23595505617977527	0.4626820407601227	0.7044817927170868	0.18694909784525965	0.6	0.4
hla_stratified_group_5fold	counterfactual_rf_plus_qk_quantum_only_gamma1_w0.25	exploratory	89	21	0.23595505617977527	0.45718874089609907	0.6792717086834733	0.21915794656232354	0.6	0.5
repeated_stratified_5x5_internal	counterfactual_rf_plus_qk_clean_no_tcr_gamma1_w0.75	exploratory	445	105	0.23595505617977527	0.45614984373436457	0.7124929971988795	0.18699748822994933	0.4	0.6
repeated_stratified_5x5_internal	counterfactual_rf_plus_qk_no_anchor_gamma1_w0.5	prespecified_equal_weight	445	105	0.23595505617977527	0.45425866093624384	0.6939215686274511	0.19340535318490346	0.6	0.6
hla_stratified_group_5fold	counterfactual_rf_plus_qk_no_anchor_gamma1_w0.25	exploratory	89	21	0.23595505617977527	0.45141716607182686	0.6827731092436975	0.20393010861738697	0.6	0.4
hla_supertype_heldout	counterfactual_rf_plus_qk_no_anchor_gamma1_w0.5	prespecified_equal_weight	72	15	0.20833333333333334	0.4443613039963633	0.7485380116959064	0.19139706513420923	0.6	0.4
near_peptide_cluster_holdout	counterfactual_rf_plus_qk_no_anchor_gamma1_w0.5	prespecified_equal_weight	89	21	0.23595505617977527	0.42671999659288407	0.6953781512605042	0.196059561942747	0.4	0.5
repeated_stratified_5x5_internal	counterfactual_rf_plus_qk_clean_no_tcr_gamma1_w0.5	prespecified_equal_weight	445	105	0.23595505617977527	0.42640678565492957	0.6867226890756304	0.19955063758554173	0.4	0.5
repeated_stratified_5x5_internal	counterfactual_rf_plus_qk_no_anchor_gamma1_w0.25	exploratory	445	105	0.23595505617977527	0.41115325674202013	0.658235294117647	0.20973126978624054	0.8	0.7
near_peptide_cluster_holdout	counterfactual_rf_plus_qk_clean_no_tcr_gamma1_w0.75	exploratory	89	21	0.23595505617977527	0.4056991991139076	0.6925770308123249	0.19190722035303828	0.4	0.5
hla_supertype_heldout	counterfactual_rf_plus_qk_no_anchor_gamma1_w0.25	exploratory	72	15	0.20833333333333334	0.3980506659511869	0.7064327485380117	0.2113431658993164	0.4	0.3
hla_stratified_group_5fold	counterfactual_rf_plus_qk_clean_no_tcr_gamma1_w0.5	prespecified_equal_weight	89	21	0.23595505617977527	0.39516606702695883	0.6799719887955182	0.20051123833629902	0.6	0.4
repeated_stratified_5x5_internal	counterfactual_rf_plus_qk_quantum_only_gamma1_w0.25	exploratory	445	105	0.23595505617977527	0.3950713875592122	0.6488795518207283	0.21603757571410845	0.6	0.5
near_peptide_cluster_holdout	counterfactual_rf_plus_qk_no_anchor_gamma1_w0.25	exploratory	89	21	0.23595505617977527	0.381452786408797	0.6757703081232493	0.21198556209802744	0.4	0.6
hla_supertype_heldout	counterfactual_rf_plus_qk_clean_no_tcr_gamma1_w0.5	prespecified_equal_weight	72	15	0.20833333333333334	0.36614052995320034	0.7111111111111112	0.19795732729636178	0.4	0.3
hla_stratified_group_5fold	counterfactual_rf_plus_qk_clean_no_tcr_gamma1_w0.25	exploratory	89	21	0.23595505617977527	0.3655052858255209	0.6442577030812325	0.22148238261725897	0.2	0.2
repeated_stratified_5x5_internal	counterfactual_rf_plus_qk_clean_no_tcr_gamma1_w0.25	exploratory	445	105	0.23595505617977527	0.3539460643869894	0.6477871148459385	0.22013174124229518	0.4	0.3
near_peptide_cluster_holdout	counterfactual_rf_plus_qk_clean_no_tcr_gamma1_w0.5	prespecified_equal_weight	89	21	0.23595505617977527	0.3421873088186815	0.6645658263305323	0.2065476273422293	0.2	0.4
hla_supertype_heldout	counterfactual_rf_plus_qk_clean_no_tcr_gamma1_w0.25	exploratory	72	15	0.20833333333333334	0.33158517557783296	0.6736842105263159	0.22327417677112285	0.2	0.2
near_peptide_cluster_holdout	counterfactual_rf_plus_qk_clean_no_tcr_gamma1_w0.25	exploratory	89	21	0.23595505617977527	0.30285462534587476	0.6309523809523809	0.22857539077313863	0.0	0.2
