ModelID	lineage_silenced_score	cancer_type	strict_thyroid_model	common_essential_proxy	nonessential_proxy	GLS__expression_score	GLS__dependency_strength	GLS__raw_gene_effect_or_module	GLUD1__expression_score	GLUD1__dependency_strength	GLUD1__raw_gene_effect_or_module	GLUD2__expression_score	GLUD2__dependency_strength	GLUD2__raw_gene_effect_or_module	SLC1A5__expression_score	SLC1A5__dependency_strength	SLC1A5__raw_gene_effect_or_module	SLC7A5__expression_score	SLC7A5__dependency_strength	SLC7A5__raw_gene_effect_or_module	ASNS__expression_score	ASNS__dependency_strength	ASNS__raw_gene_effect_or_module	GOT1__expression_score	GOT1__dependency_strength	GOT1__raw_gene_effect_or_module	GOT2__expression_score	GOT2__dependency_strength	GOT2__raw_gene_effect_or_module	GPT2__expression_score	GPT2__dependency_strength	GPT2__raw_gene_effect_or_module	MYC_glutamine_addiction_module__expression_score	MYC_glutamine_addiction_module__dependency_strength	MYC_glutamine_addiction_module__raw_gene_effect_or_module	LDHA_glycolysis_comparator__expression_score	LDHA_glycolysis_comparator__dependency_strength	LDHA_glycolysis_comparator__raw_gene_effect_or_module	OXPHOS_comparator__expression_score	OXPHOS_comparator__dependency_strength	OXPHOS_comparator__raw_gene_effect_or_module	NAMPT_NAD_salvage_comparator__expression_score	NAMPT_NAD_salvage_comparator__dependency_strength	NAMPT_NAD_salvage_comparator__raw_gene_effect_or_module
ACH-000001	-2.5471071612979155	Ovary/Fallopian Tube	False	-1.097741705804717	-0.005710773220692414	5.1146255	0.0488937626735356	-0.0488937626735356	6.6402535	-0.1963294014885842	0.1963294014885842	2.829742	-0.1793286978044906	0.1793286978044906	6.6397514	-0.0257941386421813	0.0257941386421813	7.6522856	-0.1145583119886447	0.1145583119886447	7.1726475	0.5888502210197208	-0.5888502210197208	5.6301055	-0.1887782637784509	0.1887782637784509	5.6613903	0.024266747631238	-0.024266747631238	4.4021764	0.2737218812696267	-0.2737218812696267	-0.23684649307580494	-0.6796896037312162	0.6796896037312162	-0.08929776261087811	-0.5996471091363264	0.5996471091363264	0.11065182596427707	0.141034676302665	-0.141034676302665	0.47524800605103834	-0.5522171432825416	0.5522171432825416
ACH-000002	0.8592915007680427	Myeloid	False			4.4846926			5.926144			0.8234779			7.135535			5.665535			5.1712947			3.8964171			5.9446616			5.1554294			-0.36567144879027236			-0.49210540542339687			-0.16976511399426958			-0.12406981821918601		
ACH-000003	-2.904308823978272	Bowel	False			6.811073			8.166113			3.6650288			7.517669			7.1980324			6.5551043			5.626001			6.6596675			5.460605			0.18209056433817553			-0.10268828374349682			0.45693114978488936			-0.06635635623181584		
ACH-000004	0.1678599627032959	Myeloid	False	-1.1221652800601996	-0.005551464857981195	7.404605	0.1718906910099229	-0.1718906910099229	6.627423	0.0003062942733888	-0.0003062942733888	2.2823033	-0.2660221550208991	0.2660221550208991	8.871699	0.0359317000246815	-0.0359317000246815	7.3855863	0.6703759308968347	-0.6703759308968347	7.936255	0.0889260871529611	-0.0889260871529611	5.6498685	0.0163958597230173	-0.0163958597230173	5.6759825	0.2694429085315203	-0.2694429085315203	4.9394054	0.0303877953947442	-0.0303877953947442	0.7655805455507162	0.1815653095034493	-0.1815653095034493	-0.281195688194938	-0.2828344008177031	0.2828344008177031	0.5983927569665333	-0.32511983329404404	0.32511983329404404	0.4326258223913929	0.33496759688571487	-0.33496759688571487
ACH-000005	0.4436171950943043	Myeloid	False	-1.1135544533862427	-0.022235750801253944	8.084697	0.4516054511711058	-0.4516054511711058	6.857247	-0.1387087993247378	0.1387087993247378	2.5870912	-0.4340159149318247	0.4340159149318247	8.102327	0.1592121274760004	-0.1592121274760004	6.970267	-0.1499626043181333	0.1499626043181333	6.1242805	0.1674984035449815	-0.1674984035449815	5.087942	-0.060049022842576	0.060049022842576	6.311523	0.5127026379141584	-0.5127026379141584	3.5300958	-0.1281160706313072	0.1281160706313072	0.7161259656304045	-0.1341164620731805	0.1341164620731805	0.3631540459920579	-0.13883384000768959	0.13883384000768959	0.7129244720095269	-0.9292677477990215	0.9292677477990215	0.4575752744925396	0.2661812924310312	-0.2661812924310312
ACH-000006	0.2557244298833793	Myeloid	False			6.1384478			7.4500566			3.1499991			8.202995			7.0364046			7.6715837			5.42658			4.840378			5.7370243			0.49846073430273163			0.059855058465416305			0.33214469192822055			0.3877815180230635		
ACH-000007	0.05704822999113	Bowel	False	-1.1434800276114192	-0.021658052779776834	6.530689	0.3893363882231557	-0.3893363882231557	6.341157	0.0392583791985241	-0.0392583791985241	2.1577034	-0.1823209752698411	0.1823209752698411	7.897773	0.4778764808980281	-0.4778764808980281	4.65011	0.9017034391416175	-0.9017034391416175	4.7492123	0.1076899003153615	-0.1076899003153615	5.4793696	-0.0282981302212547	0.0282981302212547	6.798867	0.4331560992199933	-0.4331560992199933	4.3171306	0.1029694596612062	-0.1029694596612062	-0.2599706970924665	0.41026073622041664	-0.41026073622041664	-0.354666775778781	-0.14754811953972222	0.14754811953972222	0.47536090448128787	0.4959388875469197	-0.4959388875469197	0.5780800735546179	-0.27950221086313887	0.27950221086313887
ACH-000008	0.7144158089362924	Skin	False			6.952322			5.9051175			3.4211884			7.430578			7.2656336			5.9010744			5.4581523			6.2334185			3.4595366			-0.02112354328566361			0.48546951619331313			0.5186038855230127			0.132902332923704		
ACH-000009	-0.6561535553557105	Bowel	False	-1.129315453141774	-0.0015157178798994807	7.3914757	0.1772790800018078	-0.1772790800018078	8.404997	0.0281340005568337	-0.0281340005568337	3.9218934	-0.2364611810768701	0.2364611810768701	8.223819	0.2967866538537882	-0.2967866538537882	8.1696	0.0463657313051015	-0.0463657313051015	7.1822257	0.7058879459423315	-0.7058879459423315	6.318588	0.1990816626999657	-0.1990816626999657	7.242307	0.253806031162033	-0.253806031162033	5.433874	-0.0101496317993923	0.0101496317993923	0.6573563223485508	0.011015824347873904	-0.011015824347873904	0.4368315173753523	0.2709740366805327	-0.2709740366805327	1.0460015097590885	-0.20488927519464922	0.20488927519464922	0.01842382705971536	0.30063146591398343	-0.30063146591398343
ACH-000011	0.3467317333404535	Bladder/Urinary Tract	False	-1.0670583533398363	-0.033858317541282615	8.21806	0.5457366470649191	-0.5457366470649191	6.346264	0.0121529876723561	-0.0121529876723561	2.2109344	-0.1924072662741794	0.1924072662741794	7.0506215	0.4734177973502453	-0.4734177973502453	3.0811145	0.1103853735883036	-0.1103853735883036	7.1743464	0.6985373684076316	-0.6985373684076316	5.4469543	-0.0333920019626587	0.0333920019626587	5.5289526	0.2345110627675221	-0.2345110627675221	3.4641192	0.119276434278629	-0.119276434278629	-0.27061342033973373	0.7979005667529484	-0.7979005667529484	-0.13095221395575277	-0.10970071285541835	0.10970071285541835	-0.10861164474573923	-0.6606494241745449	0.6606494241745449	0.2585985988363401	0.0014064609609774873	-0.0014064609609774873
ACH-000012	0.5139044560072393	Lung	False	-1.1299385017252752	-0.008258620801132445	8.9019375	-0.026876791249746	0.026876791249746	6.2595453	0.0943001615151589	-0.0943001615151589	2.2189672	-0.2356111643617039	0.2356111643617039	5.5450416	0.0170251526175881	-0.0170251526175881	8.132648	0.5252352296265592	-0.5252352296265592	5.3820553	0.0769864557817538	-0.0769864557817538	4.9360113	0.3263418046062399	-0.3263418046062399	7.4863605	0.1287560577291817	-0.1287560577291817	5.4279947	-0.0443440773134873	0.0443440773134873	0.5750185217809713	-0.2552942485463891	0.2552942485463891	1.3597439543431333	0.24064587448338104	-0.24064587448338104	-0.008996330460422159	0.19875656074982476	-0.19875656074982476	-0.24534127261295444	0.338532799415619	-0.338532799415619
ACH-000013	-0.9637288114985472	Ovary/Fallopian Tube	False	-1.1639126033158431	-0.0190809745117638	5.436432	0.1212443204825973	-0.1212443204825973	6.595466	-0.061168906870648	0.061168906870648	2.6393456	-0.2230665599024999	0.2230665599024999	6.975126	0.0041954029097409	-0.0041954029097409	7.4667087	0.1509683551338679	-0.1509683551338679	7.176951	0.2435526791003757	-0.2435526791003757	5.1304946	0.1020468602793833	-0.1020468602793833	5.471763	0.0782208858165379	-0.0782208858165379	4.847932	0.1580729812971452	-0.1580729812971452	-0.2816261711448273	-0.5824039235143771	0.5824039235143771	-0.07413196123193587	-0.4088615771191898	0.4088615771191898	-0.04583507832819691	0.1516457908112121	-0.1516457908112121	0.05657092148843926	-0.1416068873612121	0.1416068873612121
ACH-000014	0.6089338597596092	Skin	False	-1.082538716929658	-0.007110466613742444	6.288615	0.0049259215345356	-0.0049259215345356	5.542896	-0.0639739001784153	0.0639739001784153	2.9192066	-0.2942512565613471	0.2942512565613471	7.0526333	0.4226173208886218	-0.4226173208886218	7.1079073	0.1798378189513343	-0.1798378189513343	5.4297233	0.4553648566991219	-0.4553648566991219	4.361235	-0.069262843731768	0.069262843731768	6.053915	0.1126381615858416	-0.1126381615858416	3.4363697	0.072728626900311	-0.072728626900311	-0.22453926224653156	-0.03947267109808075	0.03947267109808075	0.16430773095175139	0.14735001730832606	-0.14735001730832606	0.041293963502895534	0.38504907195406546	-0.38504907195406546	0.29084689721852214	-0.06895515321458645	0.06895515321458645
ACH-000015	0.6300773657702313	Lung	False	-1.1454279491107893	-0.02671930433030673	5.5230756	0.0498937805557026	-0.0498937805557026	7.4302516	-0.0221673087913746	0.0221673087913746	3.1874955	-0.1854260872595258	0.1854260872595258	6.585774	0.3205249289004377	-0.3205249289004377	5.4073324	0.9637297222251048	-0.9637297222251048	7.3796124	0.0444127239948362	-0.0444127239948362	6.14527	0.0816210779287314	-0.0816210779287314	6.573232	0.3581065010089226	-0.3581065010089226	3.8640277	0.051891311884394	-0.051891311884394	-0.11213156675558993	0.20747209887360618	-0.20747209887360618	0.6132753015453509	-0.2500376545769777	0.2500376545769777	1.0489262976815477	0.7536757297408012	-0.7536757297408012	-0.2970606865096788	-0.46025103421476626	0.46025103421476626
ACH-000016	-0.7075424032976371	Kidney	False			9.131463			5.81335			2.2460554			6.4240017			4.2651668			4.697646			4.4266005			5.9538426			3.1579313			-0.052667249006043935			0.5308674454315043			-0.618004804945564			0.7343325962733286		
ACH-000017	-2.832298475020761	Breast	False	-1.1038820052227658	-0.025418652787713113	4.9370146	0.358913225203414	-0.358913225203414	5.84637	-0.0678702424214308	0.0678702424214308	2.2733786	-0.2058678686646445	0.2058678686646445	7.7729216	0.1866196207403669	-0.1866196207403669	7.063719	0.4233738596603826	-0.4233738596603826	6.1052675	0.2219381489929654	-0.2219381489929654	5.193054	-0.2880815936454255	0.2880815936454255	6.879081	0.170891993447858	-0.170891993447858	5.3576927	-0.0917234342908839	0.0917234342908839	-0.01532661691673338	0.1904257086152229	-0.1904257086152229	0.5257392207298464	-0.03987458840798819	0.03987458840798819	0.40055000978582084	-0.61740091210587	0.61740091210587	0.18309561213629874	0.1772485798572896	-0.1772485798572896
ACH-000018	0.4628885053311986	Bladder/Urinary Tract	False	-1.0884283992866353	-0.008281346306028302	8.149838	0.5360000342916544	-0.5360000342916544	6.8328013	0.095396469956938	-0.095396469956938	2.497109	-0.1217248760181074	0.1217248760181074	6.131254	0.0127014160348175	-0.0127014160348175	7.6910734	0.6296791648146565	-0.6296791648146565	4.175253	0.0399258306276516	-0.0399258306276516	5.134258	0.0724041930460347	-0.0724041930460347	6.9530206	0.026876978697181	-0.026876978697181	4.492276	0.1026581571339741	-0.1026581571339741	0.25313208270602716	0.11563439337038393	-0.11563439337038393	1.4951360815189112	0.18107363452974928	-0.18107363452974928	0.13410330633339013	-0.8158895914336732	0.8158895914336732	0.11049737598437567	-0.9146518057259723	0.9146518057259723
ACH-000019	0.4442191801695875	Breast	False	-1.1148425654639427	-0.013254293731633312	5.258982	-0.0969907329167886	0.0969907329167886	6.0983396	-0.0616061967835438	0.0616061967835438	2.6555762	0.3445463297548139	-0.3445463297548139	8.136458	0.4642559636110255	-0.4642559636110255	9.249025	0.8463537932122376	-0.8463537932122376	7.4368114	0.5997159352286712	-0.5997159352286712	5.484083	-0.0902718073806999	0.0902718073806999	5.9153366	0.1880898160660591	-0.1880898160660591	4.5075283	0.0862226276302487	-0.0862226276302487	0.17369362846434078	0.9568083919810854	-0.9568083919810854	0.13945151674137263	-0.19149556492475378	0.19149556492475378	0.3427777219671246	1.4232223715723706	-1.4232223715723706	0.2731940707874289	0.578889504896865	-0.578889504896865
ACH-000020	0.6501949565716943	Lymphoid	False			6.7668204			6.834256			2.5599494			7.0734987			6.677311			2.9489334			5.3909464			6.488004			5.021995			-0.1447642218724696			-0.20449609339758293			-0.1084610231427253			-0.10698436042694184		
ACH-000021	0.4745721110310911	Lung	False	-1.1025603043875756	-0.0244995057434409	7.0789084	0.0613003662328748	-0.0613003662328748	5.4757495	0.1443873327477098	-0.1443873327477098	1.7503921	-0.3201816133934091	0.3201816133934091	5.255418	0.1968555821634637	-0.1968555821634637	5.029294	0.09410701181233	-0.09410701181233	6.085837	0.1831275744060026	-0.1831275744060026	4.9098597	0.0269050176719983	-0.0269050176719983	5.737046	0.3034532034794052	-0.3034532034794052	3.4414198	0.2936557500936681	-0.2936557500936681	-0.6716159746544986	-0.6898714198119826	0.6898714198119826	-0.9519684332480356	-0.23916597859731364	0.23916597859731364	-0.8051456929494174	-0.4537822118039941	0.4537822118039941	0.17087612221788406	-0.040299648821320665	0.040299648821320665
ACH-000022	0.7850631539208489	Pancreas	False	-1.1185105699676616	-0.024053379579445068	5.4333167	0.0338180530270882	-0.0338180530270882	6.6545315	-0.1137589095459816	0.1137589095459816	2.4305208	-0.314977045866247	0.314977045866247	6.151453	0.0948410439680698	-0.0948410439680698	4.063106	0.3665613885554409	-0.3665613885554409	4.4775286	0.8554100118692316	-0.8554100118692316	5.922681	0.0044927898154912	-0.0044927898154912	6.106363	0.1519788169563181	-0.1519788169563181	4.5989428	0.0803482942661238	-0.0803482942661238	-0.8842835143981239	0.6141532267419771	-0.6141532267419771	-0.8581113430040305	0.06060330015939178	-0.06060330015939178	0.33068337505017686	-0.31208609781058616	0.31208609781058616	-0.011824328117338146	-0.3057563607822511	0.3057563607822511
