broad_id	name	n_high	n_low	mean_LFC_high	mean_LFC_low	delta_LFC	cohens_d	p	fdr
BRD-K71879491-001-51-5	tretinoin	233	247	-0.5228032714306209	-0.3309514082337814	-0.1918518631968395	-0.3026781652433515	0.0010173856038099792	0.09652445916147177
BRD-K00004722-001-01-9	LY3295668	233	247	-1.9727991429697955	-2.349074975315821	0.37627583234602535	0.2820749355716047	0.0020994456766381003	0.18746814924333155
BRD-K00091282-001-01-9	Fosdagrocorat	229	241	0.019098985951738073	0.1335584650643916	-0.11445947911265351	-0.27669619372267157	0.0028931990190995812	0.23797496564456944
BRD-K40581315-034-02-9	butabindide	233	247	0.03800198132158599	0.16515919919001112	-0.12715721786842513	-0.2737482905325921	0.0029878603670269884	0.23797496564456944
BRD-K00003307-001-01-9	COH29	233	247	-1.2056411222402235	-1.5494949192301943	0.3438537969899709	0.27011024982799864	0.0032805088620630426	0.23797496564456944
BRD-K01826330-001-01-9	etifoxine	234	247	-0.24584803642800757	-0.13885893960585166	-0.1069890968221559	-0.26990049141673095	0.003292143793501949	0.23797496564456944
BRD-K00104122-001-01-9	MRTX1133	229	241	-0.4920457223459063	-0.3167251980780205	-0.1753205242678858	-0.267905357252448	0.004013966080134304	0.276963659529267
BRD-K00005335-001-01-9	CycLuc1	232	248	-0.40436994300381	-0.23065795316567936	-0.17371198983813066	-0.26373341228765623	0.004220088853787104	0.27852586434994886
BRD-K00004752-001-01-9	INX-08189	234	247	-0.6662402588951242	-0.3246491952665643	-0.34159106362855984	-0.2617062811009869	0.004438014414222491	0.27945159443847783
BRD-A18598741-001-02-9	4BP-TQS	234	247	-0.1673730988564778	-0.04697287115953281	-0.120400227696945	-0.2592154238350889	0.0047368724226869805	0.27945159443847783
BRD-K00004604-001-01-9	PRLX-93936	233	247	-5.244898889089687	-4.413764884938709	-0.8311340041509778	-0.2587303730638437	0.004786390945586577	0.27945159443847783
BRD-K00003367-001-01-9	uki-1	232	248	-0.20260471926214232	-0.09473616655160555	-0.10786855271053677	-0.25094413455544934	0.006348962895217273	0.3458716483820143
BRD-K00091122-001-01-9	Belvarafenib	229	241	-1.8500215017054575	-1.5871558928298337	-0.2628656088756238	-0.2536624834439153	0.0063797141994047435	0.3458716483820143
BRD-K00004681-001-01-9	5-octanoylsalicylic-acid	232	248	-0.08761980292881243	0.01416956644573655	-0.10178936937454898	-0.2427687798957819	0.008161114861515271	0.3889232564521746
BRD-A41387824-001-06-0	beta-hydroxybutyrate	233	247	-0.1026974539734794	0.019851326591676918	-0.12254878056515632	-0.2424924790616193	0.008351487883724999	0.3889232564521746
BRD-K94848716-001-12-9	carbarsone	234	247	0.14697391480071853	0.003178373679994806	0.14379554112072374	0.24126910960837242	0.008448833931739477	0.3889232564521746
BRD-K71487808-001-02-8	CH55	234	247	-0.31840419027448524	-0.12872815669336382	-0.18967603358112142	-0.24171548442827806	0.008669941382981529	0.3889232564521746
BRD-K00004691-001-01-9	megestrol	232	248	-0.1536841766616442	-0.050550913763858285	-0.1031332628977859	-0.2406554447841657	0.008759112494804355	0.3889232564521746
BRD-K00003517-001-01-9	4-(aminomethyl)benzoic-acid	234	247	-0.059254486180808655	0.04208147725031737	-0.10133596343112602	-0.23960365393159508	0.009030195729175666	0.3889232564521746
BRD-K01129913-001-01-5	walrycin-B	233	246	-1.9849199948545264	-1.6228578578551955	-0.3620621369993309	-0.23923162098446052	0.009178471145874726	0.3889232564521746
BRD-K00003137-001-01-9	lotamilast	233	247	-0.15662009604661445	-0.2791479450010638	0.12252784895444938	0.2391955466871592	0.009229707824548234	0.3889232564521746
BRD-K00005242-001-01-9	TEN-010	232	248	-1.6530889857401612	-1.3313982924272074	-0.32169069331295375	-0.23870696620315418	0.009479684116423229	0.3889232564521746
BRD-K91106808-001-03-9	SU16f	233	246	-0.16147669430495887	-0.290937047448726	0.12946035314376714	0.23631789028612032	0.010157292604568373	0.4057571098351261
BRD-A70182876-001-11-9	azapropazone	234	247	0.08177640954329776	-0.05340912900473978	0.13518553854803755	0.23438203861839393	0.01063677011474242	0.41090621171582964
BRD-K00003101-001-02-9	GDC-0927	234	247	-0.016325443933811017	-0.12139868009675671	0.1050732361629457	0.23369783845978462	0.010831138668477005	0.41090621171582964
BRD-K00003524-001-01-9	apronal	232	248	-0.09976248724281186	-0.010874189968906645	-0.08888829727390522	-0.23335959258035435	0.011098257365183804	0.41090621171582964
BRD-K94882685-003-10-0	tolonium	234	247	-4.116669931593654	-3.678204056624749	-0.43846587496890477	-0.231254762366571	0.011862561927220919	0.420212271557277
BRD-K25412176-001-04-9	GSK2110183	233	247	-0.4715068031535061	-0.3088088835888963	-0.16269791956460983	-0.23122799045128734	0.011903246164007187	0.420212271557277
BRD-K33521504-300-01-6	GSK-LSD-1	234	247	-0.2404463869874903	-0.11541595907695086	-0.12503042791053942	-0.22733519705325386	0.013336240905476847	0.4528692470184849
BRD-K00003184-001-01-9	ozenoxacin	234	247	-0.3594781966559843	-0.26214686121364306	-0.09733133544234124	-0.22659044480906912	0.013492281438371294	0.4528692470184849
BRD-A37873789-003-02-9	octodrine	233	246	-0.1624172757447375	-0.037678669198335686	-0.12473860654640181	-0.22644243130657718	0.013767946887728902	0.4528692470184849
BRD-K00003576-001-01-9	encorafenib	234	247	-0.662802331136442	-0.4173240229821499	-0.24547830815429217	-0.2263688202434593	0.014065777163092411	0.4528692470184849
BRD-A25988899-001-01-6	tenofovir-alafenamide	233	247	-0.5277649396072356	-0.35806409505105863	-0.16970084455617696	-0.22452068562467756	0.014662821387440222	0.4528692470184849
BRD-K00003513-363-01-9	fondaparinux	232	248	-0.07140281189486443	0.015122385339488375	-0.0865251972343528	-0.22305122317722223	0.015069783411695532	0.4528692470184849
BRD-K00003165-300-01-9	sardomozide	233	247	-2.627963697795567	-2.863392830667794	0.2354291328722269	0.22211584704538018	0.015352920967992534	0.4528692470184849
BRD-K93228461-001-02-9	lusutrombopag	232	248	0.040159524257885805	0.12861414684898506	-0.08845462259109926	-0.22241885871684114	0.015392004731310924	0.4528692470184849
BRD-K00004711-001-01-9	GSK356278	232	248	0.09287973248027867	-0.016370524706239724	0.1092502571865184	0.22206033653822374	0.015513307539500143	0.4528692470184849
BRD-K26875402-001-13-9	cinnamaldehyde	233	247	-0.0007311127489622191	-0.11279971533946108	0.11206860259049886	0.21916721971595235	0.016800714758466125	0.4811978302519166
BRD-K00003108-001-01-9	ABBV-744	234	247	-1.4922969834666164	-1.1699888761641186	-0.3223081073024978	-0.2185859818314211	0.01720393363631163	0.48362168999853805
BRD-K00004640-001-01-9	NN-DNJ	232	248	-0.2027266729807532	-0.10055089150907466	-0.10217578147167854	-0.21745023518984705	0.017819358037565045	0.4853225699148926
BRD-K00076647-001-02-9	MK-0429	229	241	-0.7270665313377015	-0.8866092513277559	0.15954271999005443	0.2180897659420197	0.018189298295633666	0.4853225699148926
BRD-K00004648-001-01-9	PF-06747775	232	248	-0.44902543225414393	-0.2554791123416178	-0.19354631991252613	-0.21709426103870885	0.01831675616468854	0.4853225699148926
BRD-A94965935-001-01-6	cicloprofen	233	247	0.08771589964008458	-0.01727322133058224	0.10498912097066682	0.21547055816156913	0.018543286597538716	0.4853225699148926
BRD-K00003529-458-01-9	cloperastine-fendizoate	234	247	0.06082836260360343	0.19264425568738683	-0.1318158930837834	-0.214653011754086	0.01939625501373771	0.4990426289975228
BRD-K00004301-001-01-9	ML213	234	247	-0.06191078022902301	0.06456137329587998	-0.12647215352490299	-0.21254107371736214	0.02044859711236124	0.5173495069427394
BRD-K00003159-300-01-9	banoxantrone	232	248	-1.9751949625617025	-2.2486769056792646	0.27348194311756213	0.21050503508288892	0.021539104165859947	0.5286549880378003
BRD-K12609995-001-02-9	GNE-477	229	241	-4.484970365853485	-4.222372799184742	-0.26259756666874257	-0.21236456427475542	0.02203855657411	0.5286549880378003
BRD-K00005243-001-01-9	FK-409	232	248	-0.1846986667742228	-0.09028235171768274	-0.09441631505654006	-0.21004400054753775	0.022324138507863533	0.5286549880378003
BRD-K34303607-300-01-4	CKI-7	233	247	0.07518582572488795	-0.013732559579285101	0.08891838530417305	0.20851749832113134	0.022929812195386135	0.5286549880378003
BRD-K00004654-001-01-9	CP-105,696	232	248	-0.11375107042725348	-0.026901544425828268	-0.0868495260014252	-0.20909808163347154	0.022948572534969326	0.5286549880378003
BRD-K43900408-001-02-9	AMG-176	233	247	-0.825795761404568	-0.5771903853018443	-0.2486053761027237	-0.2083814888579643	0.023144427026289327	0.5286549880378003
BRD-K00004666-001-01-9	triciribine-phosphate	233	247	-0.756670587957032	-0.5566706351927968	-0.1999999527642352	-0.20788711402637122	0.023788886829806986	0.5286549880378003
BRD-K00004650-001-01-9	SGS-742	232	248	-0.1525178157948061	-0.0704247427754638	-0.08209307301934231	-0.20649695983828906	0.02447202866155145	0.5286549880378003
BRD-K51329597-001-02-9	AZM-475271	233	247	-0.6022592030567402	-0.4317941302198499	-0.17046507283689027	-0.20713220446608518	0.024475009136195554	0.5286549880378003
BRD-K00069020-001-02-9	Mobocertinib	229	241	-1.2161874759394227	-0.992358664582406	-0.2238288113570167	-0.20806195492161011	0.02503730670644326	0.5286549880378003
BRD-K00005241-001-01-9	ripretinib	232	248	-0.22045348012499894	-0.10320019500530368	-0.11725328511969525	-0.20583332737764895	0.025145042585231977	0.5286549880378003
BRD-K69075588-001-02-9	GNF-7	233	247	-3.9149428594586735	-3.499104675530896	-0.4158381839277774	-0.2046547621322181	0.025520624218608002	0.5286549880378003
BRD-K00003455-001-01-9	S-38093	233	247	-0.05608493577523719	0.031052620620508564	-0.08713755639574575	-0.20446381584167128	0.025602048456813405	0.5286549880378003
BRD-K02260986-001-03-9	butylidenephthalide	233	247	0.06471200393096299	0.15360768940521882	-0.08889568547425583	-0.20401217424709794	0.025895179948671132	0.5286549880378003
BRD-K74284736-001-04-9	L-689560	234	247	-0.1330294031423277	-0.05179016177619766	-0.08123924136613003	-0.20387855896639248	0.02611931759080041	0.5286549880378003
BRD-K00004660-001-01-9	MK-1903	234	247	-0.2584737084661746	-0.16726468775399905	-0.09120902071217557	-0.202389237431885	0.02725953855787391	0.5444734148796394
BRD-K99308908-001-02-9	A-939572	234	247	-0.6159744441857188	-0.45268683081105254	-0.16328761337466624	-0.20132300398180786	0.028045223405318783	0.5517379731726223
BRD-K00004699-001-01-9	J147	234	247	-0.003903416709910864	-0.10035836026904044	0.09645494355912958	0.20039512677074034	0.028918540546671034	0.5517379731726223
BRD-K00003099-001-01-9	PLX51107	232	248	-0.9935188451791361	-0.7394498002377315	-0.2540690449414046	-0.20016129843733066	0.029052866300189252	0.5517379731726223
BRD-K00004726-001-01-9	ametantrone	233	247	-2.7001998245821297	-2.9667082801915803	0.2665084556094506	0.19981414735476327	0.02917216342186428	0.5517379731726223
BRD-K00003156-066-01-9	eribulin	232	248	-4.182358722486649	-4.632594183584107	0.45023546109745816	0.19904443670754005	0.029440563785890918	0.5517379731726223
BRD-K00003418-001-01-9	BMS-986205	232	248	-0.37181409990625086	-0.48893922104849075	0.11712512114223989	0.1983286170214233	0.03036216778894821	0.5620703744344315
BRD-K00003392-001-01-9	futibatinib	233	247	-0.03387594326591022	-0.15801786666717457	0.12414192340126434	0.19756087303652942	0.031482010731881255	0.5691883666778947
BRD-K41415459-300-02-9	RN-1	233	247	-0.08171559250733026	0.019492776056751013	-0.10120836856408127	-0.19633512269197975	0.03229125174308629	0.5691883666778947
BRD-K09774593-001-02-9	S-trityl-L-cysteine	233	247	-1.6168482168116547	-1.913639849021923	0.2967916322102684	0.19545472014961232	0.03264805095528775	0.5691883666778947
BRD-K48112880-001-04-9	FH-535	234	247	0.06180040079917405	0.14372330083157486	-0.08192290003240081	-0.19562448942850033	0.03291631009088909	0.5691883666778947
BRD-K00003212-001-01-9	omtriptolide	232	248	-6.715688354045519	-6.135551146719785	-0.580137207325734	-0.1951462197500371	0.033069148220259796	0.5691883666778947
BRD-K20484910-001-16-9	ampyrone	233	247	-0.02933457107293823	-0.11419149629726967	0.08485692522433144	0.19544807195319155	0.03312808865586878	0.5691883666778947
BRD-K89899948-001-01-7	AI-10-49	233	246	-1.4280751195305292	-1.6091280429497437	0.18105292341921442	0.19524355511842542	0.03337138645212954	0.5691883666778947
BRD-K00004547-001-01-9	prisotinol	233	247	-0.03972650977402334	0.055311216640821455	-0.09503772641484479	-0.1944770687687078	0.0339305229384168	0.5722948202279633
BRD-K16605796-001-01-9	T-025	234	247	-0.21220046725773686	-0.11509072673482323	-0.09710974052291363	-0.19376622613796612	0.03463823741872126	0.5778114769408668
BRD-K60842365-001-03-9	theaflavin	232	248	-0.3430977522762111	-0.22531738318122213	-0.11778036909498896	-0.19368466513384536	0.03524533376089377	0.580103059805178
BRD-A77118605-237-09-5	D609	234	247	-0.1037990079467934	-0.009784421643987533	-0.09401458630280587	-0.19317726103880564	0.0355399107785781	0.580103059805178
BRD-K00091285-001-01-9	Theliatinib	229	241	-0.5307068589553614	-0.37723812433432696	-0.15346873462103444	-0.1943471674968854	0.03631835889002603	0.5858989445123032
BRD-K00003463-001-01-9	pyrotinib	234	247	-0.6025079137392252	-0.4505694429892604	-0.1519384707499648	-0.19152403762874606	0.03673431659456241	0.5858989445123032
BRD-K39576764-071-01-6	mivobulin	233	247	-3.3108189912691897	-3.601093496960274	0.29027450569108426	0.19015274028277734	0.03766602630108616	0.5858989445123032
BRD-K00003316-001-01-9	eldecalcitol	234	247	-2.3125885635907224	-2.595010749689786	0.28242218609906367	0.18959688461333726	0.03808394346364501	0.5858989445123032
BRD-K00003300-001-01-9	LTX-315	232	248	0.007509876217031604	0.08093885781969165	-0.07342898160266005	-0.18951228888551233	0.038517526465094334	0.5858989445123032
BRD-K00003199-001-01-9	MK-7246	232	248	-0.11621392969864072	-0.023051479546151374	-0.09316245015248935	-0.1889163496909173	0.03898220136065363	0.5858989445123032
BRD-K00003357-001-01-9	BAY1125976	233	247	-0.6232441996910077	-0.5029590128271055	-0.12028518686390222	-0.1891038738708022	0.039262812784089815	0.5858989445123032
BRD-K31168993-001-03-9	McN-5652-(+/-)	234	247	-0.10544918181805084	-0.010350838436763958	-0.09509834338128688	-0.1888344453024414	0.0394027125020922	0.5858989445123032
BRD-K00003203-001-01-9	BMS-214662	234	247	-8.100315926332083	-7.612955644651822	-0.48736028168026113	-0.18823043847838306	0.039699156818347785	0.5858989445123032
BRD-K30360804-001-02-9	buramate	233	247	0.053666692426640294	-0.03730839128932302	0.09097508371596331	0.18825469992937038	0.04006360487242503	0.5858989445123032
BRD-K00075727-003-02-9	Tipepidine (hydrochloride)	229	241	-0.26295377169841094	-0.19050248386944993	-0.07245128782896101	-0.18936088336450105	0.041209787092563566	0.5858989445123032
BRD-K00091277-001-01-9	Petesicatib	229	241	0.20997284744945507	0.13400895265139043	0.07596389479806465	0.18891911061175232	0.04141168560891822	0.5858989445123032
BRD-K49461364-001-01-0	TCS-21311	234	247	-0.5799944257673958	-0.34422918431225163	-0.23576524145514416	-0.1868479477265732	0.04148442988623854	0.5858989445123032
BRD-K60302405-001-04-5	CHC	234	247	-0.1600364403868426	-0.04987436153138668	-0.11016207885545591	-0.18649085830876283	0.04193519914302765	0.5858989445123032
BRD-K00077386-001-02-9	LY2940094	229	241	0.06435667112320737	0.14150359507962573	-0.07714692395641837	-0.18827991237738192	0.042047812951543626	0.5858989445123032
BRD-K81689258-001-04-8	GSK2606414	233	247	-0.2977950745927516	-0.18754374589901243	-0.11025132869373919	-0.18648786380522805	0.042093308929592586	0.5858989445123032
BRD-K38966689-300-02-9	UAMC-00039	234	247	0.0025040389813305577	0.07932417746391271	-0.07682013848258215	-0.18582990152971535	0.042456445254514724	0.5858989445123032
BRD-K00003136-001-01-9	mitapivat	232	248	-0.15891707828635734	-0.07444538859106463	-0.08447168969529271	-0.1856989344009132	0.04320346706232649	0.5908366036091136
BRD-K00003235-001-01-9	veledimex	232	248	-0.24566288479420859	-0.15693759911072694	-0.08872528568348165	-0.18431410230913786	0.044265462114003604	0.5978280646258289
BRD-K14661019-001-02-9	AZ-7371	234	247	0.1392286927065873	0.027125160922122797	0.1121035317844645	0.18343148543044677	0.04450235263683707	0.5978280646258289
BRD-K00005238-001-01-9	alpha-glucosyl-hesperidin	233	247	0.09754153766770285	0.019835740130647823	0.07770579753705503	0.1830745196850482	0.04583948409011909	0.6103889197263227
BRD-K15957397-001-05-9	anthraquinone	233	247	0.16062713602383194	0.0857572600014686	0.07486987602236334	0.18086861112983138	0.048420571544059494	0.6371187859257582
BRD-K00003356-001-01-9	mivebresib	233	247	-3.3646844494415213	-2.9073288728270508	-0.45735557661447057	-0.17960546088199306	0.04985887992880804	0.6371187859257582
BRD-K87461578-001-02-9	TC-SP-14	234	247	-0.1610054192268417	-0.08062414352575573	-0.08038127570108597	-0.17931450914734598	0.05010818336856718	0.6371187859257582
BRD-K00074531-001-02-9	Neticonazole	229	241	-0.04306826777680219	0.03148354123294193	-0.07455180900974412	-0.18146547652566217	0.0501274676594526	0.6371187859257582
BRD-K31238592-001-02-9	devazepide	232	248	-0.06363453427584789	-0.14796334425781427	0.08432880998196637	0.17913507654326172	0.05026733146425444	0.6371187859257582
BRD-K00003285-001-01-9	nemiralisib	234	247	-0.32608472391547916	-0.2327890760526003	-0.09329564786287886	-0.17917277091916975	0.050367933187986894	0.6371187859257582
BRD-K06159959-001-03-9	CCMQ	234	247	0.02908214000437499	-0.058524277938381164	0.08760641794275616	0.1783424416968605	0.05078483076219812	0.6371187859257582
BRD-A31204924-001-14-2	mitotane	233	247	0.08648859875259067	0.0005887526734245306	0.08589984607916613	0.17879456388300297	0.051742804513632376	0.6438162069810979
BRD-K71315565-001-02-9	MJ-15	234	247	-0.04401612389335326	-0.1289754947336237	0.08495937084027046	0.1777111632683354	0.05249514713029477	0.6448674479558597
BRD-K46531780-003-19-7	methylbenzethonium-chloride	234	247	-0.8361166447385572	-0.6881725449696167	-0.14794409976894052	-0.17699858743596056	0.05293867770836471	0.6448674479558597
BRD-A00559310-003-01-1	W-54011	233	247	-0.21259035675626062	-0.1402752464267043	-0.07231511032955631	-0.17656203178045604	0.05413009695071894	0.6448674479558597
BRD-K00078770-001-02-9	4-CPA	229	241	0.036144157389711225	0.10024737007574724	-0.06410321268603603	-0.17828915548023647	0.054183552682964486	0.6448674479558597
BRD-K00075618-001-03-9	Fedovapagon	229	241	-0.27519885209691464	-0.17315205575438933	-0.10204679634252531	-0.17830033006741297	0.05480169656855314	0.6448674479558597
BRD-K00003173-001-01-9	SJG-136	232	248	-0.6747336093417796	-0.5419449385496075	-0.13278867079217216	-0.17566409910131897	0.054805989760115734	0.6448674479558597
BRD-K00077076-019-02-9	Frakefamide (TFA)	229	241	0.22910798884158684	0.14898054079400064	0.0801274480475862	0.17698177613760877	0.05556606125306879	0.6448674479558597
BRD-K00003378-001-01-9	FT011	233	247	-0.07773537920732683	-0.0014329432349249624	-0.07630243597240187	-0.17540568230724346	0.05561041276106015	0.6448674479558597
BRD-K00004701-001-01-9	KPT-9274	234	247	-2.2311962363185947	-2.5321364378496516	0.30094020153105694	0.17465854483592622	0.055650616391447714	0.6448674479558597
BRD-K00003433-001-01-9	veralipride	233	247	0.0030200104148702146	0.07303870058720753	-0.07001869017233732	-0.17361100037549293	0.05790425235384898	0.6513773797853691
BRD-K53114651-001-12-7	azaguanine-8	233	247	-1.4454382891785882	-1.6671830418224978	0.22174475264390958	0.17279249470901897	0.05851139209641172	0.6513773797853691
BRD-K00003410-001-01-9	GAL-021	233	247	0.000652675842259981	-0.09148676366657887	0.09213943950883885	0.17289071775455914	0.05853244167216859	0.6513773797853691
BRD-K00003245-001-01-9	belizatinib	232	248	-0.8810978358616546	-0.7327409001593552	-0.14835693570229935	-0.17286860177920932	0.059403815526841444	0.6513773797853691
BRD-K00004597-001-01-9	RGX-104	233	247	-0.01798586878508215	0.0663342374167277	-0.08432010620180985	-0.1727694508673945	0.05963390873381215	0.6513773797853691
BRD-K00003380-001-01-9	GLPG0187	232	248	-0.25376143637367204	-0.1710410652702037	-0.08272037110346833	-0.17265856499223564	0.05971070660276527	0.6513773797853691
BRD-K00004742-001-01-9	lusaperidone	233	247	-0.019932727997369164	0.05521650019616162	-0.07514922819353079	-0.1728624828023244	0.05972567142901219	0.6513773797853691
BRD-K00004690-001-01-9	SKLB-1028	234	247	-0.9591551569364836	-0.7530946846643273	-0.2060604722721563	-0.17267997546696576	0.05998835359461189	0.6513773797853691
BRD-K75940276-001-04-9	CYM-5541	233	247	0.08759289155541913	0.006781529295561249	0.08081136225985788	0.1724950250183012	0.06007433015148332	0.6513773797853691
BRD-K00073070-001-02-9	SAR-260301	229	241	-0.16223512922318548	-0.22989532399492119	0.06766019477173571	0.17328386602171214	0.06150239809439839	0.6590595367909402
BRD-K00073934-001-02-9	Dabuzalgron	229	241	-0.11666237644993269	-0.05552255147212061	-0.06113982497781208	-0.17278429014263136	0.06169715167858511	0.6590595367909402
BRD-K00080753-001-01-9	Spinosad	229	241	-0.15057935717898813	-0.08329537356253128	-0.06728398361645685	-0.17256769623228918	0.062085318683204514	0.6590595367909402
BRD-K00005345-001-01-9	20-HETE	232	248	0.06660945680989222	-0.006813231306586694	0.07342268811647891	0.17012661261469608	0.06267978247355065	0.6607493735753464
BRD-K00003456-001-01-9	asciminib	233	247	-0.2502134629344492	-0.13202053739846006	-0.11819292553598912	-0.17004330772737122	0.06342971544228486	0.6640435037337131
BRD-K04426574-001-03-9	PD-173212	233	247	-0.11954040499829868	-0.039016949832327584	-0.08052345516597109	-0.16973864642858882	0.0642632493712527	0.6681617297641206
BRD-K00079286-003-02-9	Carcainium (chloride)	229	241	0.08059731053156884	0.1575046857166239	-0.07690737518505507	-0.1710269081947033	0.06509309608058604	0.6721858493219701
BRD-K00004622-001-01-9	MM-206	232	248	-1.2619803955339417	-1.1034757413368739	-0.15850465419706783	-0.16855982846403822	0.0658952452073052	0.6731368081842288
BRD-K91100918-001-03-8	sinefungin	233	247	0.07882521831216428	-0.0070388888373477745	0.08586410714951206	0.1674530759779085	0.06684100342987347	0.6731368081842288
BRD-K75748943-300-02-9	DG-172	233	247	-0.3150585376997621	-0.19069314827346676	-0.12436538942629535	-0.1676053277259103	0.06740159086293383	0.6731368081842288
BRD-K00004589-001-01-9	gefapixant	232	248	0.21408879685783638	0.14274030759616235	0.07134848926167403	0.16691900691168715	0.0677652239732245	0.6731368081842288
BRD-K40604024-001-02-9	KRCA-0008	234	247	-0.5727981731789084	-0.44090060072277065	-0.1318975724561377	-0.167276324315535	0.06778485375371046	0.6731368081842288
BRD-K00003236-001-01-9	firsocostat	232	248	-3.6635589578316243	-4.015789781441608	0.3522308236099838	0.16703573598823496	0.0678458047774618	0.6731368081842288
BRD-K89709433-001-03-9	HER2-Inhibitor-1	234	247	-0.37426849482178426	-0.2888890797486602	-0.08537941507312408	-0.16590572848829277	0.07000048402894421	0.6823422957417664
BRD-K22379844-001-04-9	BAY-2402234	232	248	-1.1787747675101925	-1.3405870628813008	0.1618122953711083	0.1657676871256091	0.07033812798706192	0.6823422957417664
BRD-K00004698-001-01-9	trabodenoson	232	248	0.028610862933812008	-0.048368785820498444	0.07697964875431046	0.16553967618248555	0.0704148298193847	0.6823422957417664
BRD-K00091088-001-01-9	AZD-7648	229	241	-0.4498120015283817	-0.5201901815414949	0.07037818001311319	0.16701996238094147	0.0706112355165844	0.6823422957417664
BRD-K00004686-001-01-9	NPS-2407	232	248	-0.16212633431643808	-0.0773940679950266	-0.08473226632141148	-0.1654801085794564	0.07102113486640256	0.6823422957417664
BRD-A73891132-001-02-9	OXF-BD-02	234	247	0.04236803406938127	0.18815729805902062	-0.14578926398963934	-0.16461840150059492	0.0728186683653639	0.6952121923183798
BRD-K80267133-325-22-9	aminosalicylate	232	248	-0.015327042875357409	0.05900431424322449	-0.0743313571185819	-0.1648453585473511	0.07356202635197276	0.6979197250143415
BRD-K00005336-001-01-9	PZ-2891	232	248	0.1377086703875534	0.06661088869233898	0.07109778169521443	0.1621168122832275	0.07637071405159288	0.7129555459609617
BRD-K00003238-001-01-9	sitravatinib	232	248	-0.7072105792724128	-0.5703731595956893	-0.13683741967672347	-0.16235908533406446	0.07664538889688811	0.7129555459609617
BRD-K00004316-003-01-9	SSR180711	233	247	-0.14016379440791255	-0.06148998708308737	-0.07867380732482518	-0.1616992045389293	0.07765354201949327	0.7129555459609617
BRD-K75016267-001-02-9	SNG-1153	233	246	-0.2088775042811539	-0.311387879518494	0.1025103752373401	0.16163680839775005	0.07812425233808919	0.7129555459609617
BRD-K55790047-001-02-9	ON-01500	233	247	-3.3388500249820354	-3.601270664779907	0.26242063979787167	0.1609649840959956	0.07853050566149511	0.7129555459609617
BRD-K10596918-001-02-9	DC-260126	233	247	-0.014083816269798231	0.062037519746506724	-0.07612133601630496	-0.16087015648191053	0.07881478989066237	0.7129555459609617
BRD-K00003401-001-01-9	THK5351	233	247	-0.10490074727088979	-0.17822217258062867	0.07332142530973888	0.16071015891673057	0.07913853352096124	0.7129555459609617
